PLAYER_ID,FIRST_NAME_x,LAST_NAME_x,PLAYER_NAME_x,POSITION_x,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,DRAFT_CLASS,DRAFT_ROUND,DRAFT_NUMBER
101249,John,Lucas III,John Lucas III,PG,69.25,5' 9.25'',154.4,72,6' 0'',92,7' 8'',2005,-1,-1
101185,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',186.6,85,7' 1'',104,8' 8'',2005,-1,-1
101118,Sean,May,Sean May,PF,79,6' 7'',258.8,85.25,7' 1.25'',105,8' 9'',2005,1,13
101119,Rashad,McCants,Rashad McCants,SG,74.75,6' 2.75'',201,82.75,6' 10.75'',103.5,8' 7.5'',2005,1,14
200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,6' 5.5'',228.6,81,6' 9'',105.5,8' 9.5'',2005,-1,-1
12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',231.4,84,7' 0'',106.5,8' 10.5'',2005,-1,-1
101223,Aaron,Miles,Aaron Miles,PG,72,6' 0'',174.6,75.5,6' 3.5'',94,7' 10'',2005,-1,-1
12116,Ellis,Myles,Ellis Myles,PF,78,6' 6'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',2005,-1,-1
12117,Larry,O'Bannon,Larry O'Bannon,SG,75,6' 3'',196,78,6' 6'',99.5,8' 3.5'',2005,-1,-1
12118,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,6' 9.5'',238.8,83.75,6' 11.75'',108.5,9' 0.5'',2005,-1,-1
101108,Chris,Paul,Chris Paul,PG,71.75,5' 11.75'',178,76.25,6' 4.25'',93,7' 9'',2005,1,4
201225,Carlos,Powell,Carlos Powell,SF-PF,77.25,6' 5.25'',221.8,82.75,6' 10.75'',105,8' 9'',2005,-1,-1
101179,Ronnie,Price,Ronnie Price,PG,72.75,6' 0.75'',184.8,77.5,6' 5.5'',96.5,8' 0.5'',2005,-1,-1
101194,Anthony,Roberson,Anthony Roberson,PG,72.75,6' 0.75'',178.8,74.75,6' 2.75'',95,7' 11'',2005,-1,-1
201575,Brandon,Rush,Brandon Rush,SG-SF,77,6' 5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',2005,1,13
101195,Luke,Schenscher,Luke Schenscher,C,83.75,6' 11.75'',241.6,89,7' 5'',111.5,9' 3.5'',2005,-1,-1
101134,Wayne,Simien,Wayne Simien,PF,79.25,6' 7.25'',255.8,84,7' 0'',107,8' 11'',2005,1,29
12120,Tre,Simmons,Tre Simmons,SG-SF,76,6' 4'',194.2,79.5,6' 7.5'',102.5,8' 6.5'',2005,-1,-1
12121,David,Simon,David Simon,C-PF,80,6' 8'',258.8,87.5,7' 3.5'',108,9' 0'',2005,-1,-1
101147,Chris,Taft,Chris Taft,PF,80.5,6' 8.5'',261,85.75,7' 1.75'',109,9' 1'',2005,2,42
12122,Chris,Thomas,Chris Thomas,PG,71.75,5' 11.75'',176.2,75,6' 3'',95,7' 11'',2005,-1,-1
12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',200,80,6' 8'',102,8' 6'',2005,-1,-1
101142,Ronny,Turiaf,Ronny Turiaf,PF,80,6' 8'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',2005,2,37
101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,81,6' 9'',236.6,84.25,7' 0.25'',109,9' 1'',2005,1,7
101124,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,6' 7.25'',215,86,7' 2'',108,9' 0'',2005,1,19
101110,Martell,Webster,Martell Webster,SF,78,6' 6'',229.6,83,6' 11'',106,8' 10'',2005,1,6
101156,Robert,Whaley,Robert Whaley,PF-C,80,6' 8'',269.4,86,7' 2'',108,9' 0'',2005,2,51
101107,Marvin,Williams,Marvin Williams,PF-SF,79,6' 7'',228.2,87.5,7' 3.5'',108,9' 0'',2005,1,2
101114,Deron,Williams,Deron Williams,PG,73.75,6' 1.75'',202.4,78.25,6' 6.25'',98,8' 2'',2005,1,3
101214,Jawad,Williams,Jawad Williams,SF,79,6' 7'',218,85.25,7' 1.25'',106.5,8' 10.5'',2005,-1,-1
101120,Antoine,Wright,Antoine Wright,SF-SG,77.25,6' 5.25'',202.6,80.75,6' 8.75'',104.5,8' 8.5'',2005,1,15
101152,Bracey,Wright,Bracey Wright,SG-PG,73.25,6' 1.25'',186.8,82,6' 10'',100.5,8' 4.5'',2005,2,47
12123,Kenny,Adeleke,Kenny Adeleke,PF-C,78.5,6' 6.5'',250,82.25,6' 10.25'',104,8' 8'',2006,-1,-1
200772,Maurice,Ager,Maurice Ager,SG-PG,75.25,6' 3.25'',203,79.75,6' 7.75'',101.5,8' 5.5'',2006,1,28
200746,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,82,6' 10'',234,88.75,7' 4.75'',110,9' 2'',2006,1,2
201165,Morris,Almond,Morris Almond,SG-SF,76.75,6' 4.75'',214,82,6' 10'',102.5,8' 6.5'',2006,1,25
200811,Lou,Amundson,Lou Amundson,PF,79.2,6' 7.2'',221,83.5,6' 11.5'',103.5,8' 7.5'',2006,-1,-1
202151,Rashad,Anderson,Rashad Anderson,SG,75.25,6' 3.25'',224,79,6' 7'',100,8' 4'',2006,-1,-1
200756,Hilton,Armstrong,Hilton Armstrong,C-PF,81.5,6' 9.5'',240,88,7' 4'',109,9' 1'',2006,1,12
200788,James,Augustine,James Augustine,PF,80.25,6' 8.25'',227,84.25,7' 0.25'',104,8' 8'',2006,2,41
200764,Renaldo,Balkman,Renaldo Balkman,SF-PF,77.25,6' 5.25'',206,85,7' 1'',104.5,8' 8.5'',2006,1,20
12124,J.P.,Batista,J.P. Batista,PF,79.5,6' 7.5'',265,82,6' 10'',103.5,8' 7.5'',2006,-1,-1
200807,Will,Blalock,Will Blalock,PG,71.25,5' 11.25'',194,78,6' 6'',96.5,8' 0.5'',2006,2,60
200847,Brandon,Bowman,Brandon Bowman,SF,78.75,6' 6.75'',209,83.5,6' 11.5'',103,8' 7'',2006,-1,-1
200758,Ronnie,Brewer,Ronnie Brewer,SG-PG,77.75,6' 5.75'',223,83.25,6' 11.25'',103.5,8' 7.5'',2006,1,14
200787,Denham,Brown,Denham Brown,SG-SF,76,6' 4'',218,81.5,6' 9.5'',102.5,8' 6.5'',2006,2,40
12125,Brad,Buckman,Brad Buckman,PF,79.25,6' 7.25'',238,84,7' 0'',107.5,8' 11.5'',2006,-1,-1
12126,Nik,Caner-Medley,Nik Caner-Medley,SF,78.5,6' 6.5'',234,81,6' 9'',103,8' 7'',2006,-1,-1
200760,Rodney,Carney,Rodney Carney,SG-SF,76.5,6' 4.5'',204,82,6' 10'',103.5,8' 7.5'',2006,1,16
12127,Keydren,Clark,Keydren Clark,PG,69,5' 9'',184,74.5,6' 2.5'',92.5,7' 8.5'',2006,-1,-1
200776,Mardy,Collins,Mardy Collins,PG-SG,76.25,6' 4.25'',224,82,6' 10'',103,8' 7'',2006,1,29
12128,Taquan,Dean,Taquan Dean,SG-PG,74,6' 2'',183,78.75,6' 6.75'',98,8' 2'',2006,-1,-1
12129,Terence,Dials,Terence Dials,PF-C,79.75,6' 7.75'',253,84,7' 0'',106,8' 10'',2006,-1,-1
12130,Sean,Dockery,Sean Dockery,PG-SG,72.75,6' 0.75'',182,76.5,6' 4.5'',95.5,7' 11.5'',2006,-1,-1
200770,Jordan,Farmar,Jordan Farmar,PG,72.75,6' 0.75'',171,75,6' 3'',94.5,7' 10.5'',2006,1,26
200751,Randy,Foye,Randy Foye,SG-PG,74.25,6' 2.25'',212,78.25,6' 6.25'',97,8' 1'',2006,1,7
12185,Torin,Francis,Torin Francis,PF-C,81,6' 9'',247,85,7' 1'',105.5,8' 9.5'',2006,-1,-1
200752,Rudy,Gay,Rudy Gay,SF-PF,79,6' 7'',222,87,7' 3'',107.5,8' 11.5'',2006,1,8
12186,Nick,George,Nick George,SF-SG,76,6' 4'',201,82,6' 10'',103,8' 7'',2006,-1,-1
12187,Taj,Gray,Taj Gray,PF-SF,79.25,6' 7.25'',231,84.75,7' 0.75'',107,8' 11'',2006,-1,-1
12188,Dan,Grunfeld,Dan Grunfeld,SF-SG,76.75,6' 4.75'',216,78.25,6' 6.25'',99,8' 3'',2006,-1,-1
12189,Matt,Haryasz,Matt Haryasz,PF-C,81.75,6' 9.75'',219,84.25,7' 0.25'',107.5,8' 11.5'',2006,-1,-1
12190,Eric,Hicks,Eric Hicks,PF,76.75,6' 4.75'',238,85.5,7' 1.5'',105.5,8' 9.5'',2006,-1,-1
12191,Tedric,Hill,Tedric Hill,SF-PF,79.75,6' 7.75'',236,85,7' 1'',107,8' 11'',2006,-1,-1
200812,Daniel,Horton,Daniel Horton,PG-SG,72.5,6' 0.5'',198,79,6' 7'',96.5,8' 0.5'',2006,-1,-1
200784,Bobby,Jones,Bobby Jones,SF-SG,77.75,6' 5.75'',211,81.5,6' 9.5'',101.5,8' 5.5'',2006,2,37
200780,Solomon,Jones,Solomon Jones,PF-C,80.5,6' 8.5'',224,88.75,7' 4.75'',109,9' 1'',2006,2,33
12192,Viktor,Keyru,Viktor Keyru,SG-PG,77.25,6' 5.25'',202,81.25,6' 9.25'',104,8' 8'',2006,-1,-1
12193,Marco,Killingsworth,Marco Killingsworth,PF,77.5,6' 5.5'',266,87,7' 3'',104,8' 8'',2006,-1,-1
200814,Tarence,Kinsey,Tarence Kinsey,SF-SG,76.75,6' 4.75'',179,78.75,6' 6.75'',100.5,8' 4.5'',2006,-1,-1
12194,Carl,Krauser,Carl Krauser,PG,71.75,5' 11.75'',190,78.25,6' 6.25'',97,8' 1'',2006,-1,-1
200840,Chris,McCray,Chris McCray,SG,75,6' 3'',187,77.75,6' 5.75'',96.5,8' 0.5'',2006,-1,-1
201019,Gerry,McNamara,Gerry McNamara,PG-SG,71.75,5' 11.75'',177,72.75,6' 0.75'',92.5,7' 8.5'',2006,-1,-1
200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,79.5,6' 7.5'',232,84,7' 0'',105.5,8' 9.5'',2006,-1,-1
200859,Paul,Miller,Paul Miller,PF-C,80.5,6' 8.5'',251,84,7' 0'',101.5,8' 5.5'',2006,-1,-1
200794,Paul,Millsap,Paul Millsap,PF,78.25,6' 6.25'',258,85.5,7' 1.5'',105.5,8' 9.5'',2006,2,47
201383,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,74,6' 2'',208,78.5,6' 6.5'',98.5,8' 2.5'',2006,-1,-1
200747,Adam,Morrison,Adam Morrison,SF,78.5,6' 6.5'',198,82,6' 10'',105,8' 9'',2006,1,3
12195,Yemi,Nicholson,Yemi Nicholson,PF-C,79.75,6' 7.75'',258,88.25,7' 4.25'',107,8' 11'',2006,-1,-1
200786,David,Noel,David Noel,SF-SG,76.5,6' 4.5'',223,81.5,6' 9.5'',100,8' 4'',2006,2,39
200779,Steve,Novak,Steve Novak,SF,80,6' 8'',216,81.5,6' 9.5'',103,8' 7'',2006,2,32
200753,Patrick,O'Bryant,Patrick O'Bryant,C,83,6' 11'',249,89.75,7' 5.75'',113,9' 5'',2006,1,9
12196,Danilo,Pinnock,Danilo Pinnock,PG-SG,74.75,6' 2.75'',204,79.5,6' 7.5'',100.5,8' 4.5'',2006,-1,-1
200809,Chris,Quinn,Chris Quinn,PG-SG,72.5,6' 0.5'',175,77,6' 5'',94,7' 10'',2006,-1,-1
200810,Allan,Ray,Allan Ray,SG,73,6' 1'',204,80.5,6' 8.5'',99.5,8' 3.5'',2006,-1,-1
200755,JJ,Redick,JJ Redick,SG,76,6' 4'',190,75.25,6' 3.25'',97.5,8' 1.5'',2006,1,11
201015,Antywane,Robinson,Antywane Robinson,SF-PF,78.25,6' 6.25'',217,86.5,7' 2.5'',105.5,8' 9.5'',2006,-1,-1
200750,Brandon,Roy,Brandon Roy,SG-SF,77.25,6' 5.25'',207,80,6' 8'',101,8' 5'',2006,1,6
200754,Mouhamed,Sene,Mouhamed Sene,C,83,6' 11'',237,92.5,7' 8.5'',113,9' 5'',2006,1,10
200759,Cedric,Simmons,Cedric Simmons,PF-C,80.25,6' 8.25'',223,88.25,7' 4.25'',108.5,9' 0.5'',2006,1,15
201201,Marcus,Slaughter,Marcus Slaughter,PF-SF,79,6' 7'',220,83.5,6' 11.5'',104.5,8' 8.5'',2006,-1,-1
200783,Craig,Smith,Craig Smith,PF,77.5,6' 5.5'',259,81.5,6' 9.5'',103.5,8' 7.5'',2006,2,36
200848,Steven,Smith,Steven Smith,SF-PF,79.5,6' 7.5'',238,84.5,7' 0.5'',104,8' 8'',2006,-1,-1
23033,Michael,Southhall,Michael Southhall,C,81.5,6' 9.5'',241,88.25,7' 4.25'',107.5,8' 11.5'',2006,-1,-1
12199,Frans,Steyn,Frans Steyn,C,85.25,7' 1.25'',280,86.25,7' 2.25'',109,9' 1'',2006,-1,-1
201028,Curtis,Stinson,Curtis Stinson,SG,73.75,6' 1.75'',208,77,6' 5'',97.5,8' 1.5'',2006,-1,-1
200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,6' 7.25'',217,87,7' 3'',108,9' 0'',2006,1,4
12200,Joah,Tucker,Joah Tucker,SF-SG,75.75,6' 3.75'',224,78.5,6' 6.5'',99.5,8' 3.5'',2006,-1,-1
12201,Ian,Vouyoukas,Ian Vouyoukas,C-PF,80.5,6' 8.5'',267,84.75,7' 0.75'',108.5,9' 0.5'',2006,-1,-1
200827,Darius,Washington,Darius Washington,PG,71.5,5' 11.5'',195,76,6' 4'',96,8' 0'',2006,-1,-1
201228,CJ,Watson,CJ Watson,PG,72.5,6' 0.5'',171,78,6' 6'',96,8' 0'',2006,-1,-1
200766,Marcus,Williams,Marcus Williams,PG,74,6' 2'',215,79,6' 7'',97.5,8' 1.5'',2006,1,22
200761,Shawne,Williams,Shawne Williams,SF-PF,79.25,6' 7.25'',227,87,7' 3'',104,8' 8'',2006,1,17
200818,Justin,Williams,Justin Williams,C-PF,79.25,6' 7.25'',211,85.5,7' 1.5'',109,9' 1'',2006,-1,-1
200749,Shelden,Williams,Shelden Williams,PF-C,79.5,6' 7.5'',258,88.25,7' 4.25'',104,8' 8'',2006,1,5
12203,Eric,Williams,Eric Williams,C-PF,79.25,6' 7.25'',285,88.25,7' 4.25'',106.5,8' 10.5'',2006,-1,-1
202124,Curtis,Withers,Curtis Withers,PF-SF,78,6' 6'',227,82,6' 10'',101,8' 5'',2006,-1,-1
12204,Mohamed,Abukar,Mohamed Abukar,SF,80,6' 8'',210,81,6' 9'',103,8' 7'',2007,-1,-1
12205,Mario,Boggan,Mario Boggan,PF,77,6' 5'',240,86,7' 2'',107,8' 11'',2007,-1,-1
12206,Craig,Bradshaw,Craig Bradshaw,PF,80,6' 8'',240,85.5,7' 1.5'',106.5,8' 10.5'',2007,-1,-1
201147,Corey,Brewer,Corey Brewer,SF-SG,78,6' 6'',185,80.25,6' 8.25'',103,8' 7'',2007,1,7
201166,Aaron,Brooks,Aaron Brooks,PG,70,5' 10'',161,76,6' 4'',94,7' 10'',2007,1,26
201628,Bobby,Brown,Bobby Brown,PG,71,5' 11'',170,76,6' 4'',95.5,7' 11.5'',2007,-1,-1
201469,Russell,Carter,Russell Carter,SG,75,6' 3'',221,80.5,6' 8.5'',97.5,8' 1.5'',2007,-1,-1
12207,Coleman,Collins,Coleman Collins,PF,80,6' 8'',236,86,7' 2'',107,8' 11'',2007,-1,-1
201144,Mike,Conley,Mike Conley,PG,71,5' 11'',175,77.75,6' 5.75'',94.5,7' 10.5'',2007,1,4
201161,Daequan,Cook,Daequan Cook,SG,75,6' 3'',203,80.25,6' 8.25'',101.5,8' 5.5'',2007,1,21
12208,Ryvon,Covile,Ryvon Covile,C-PF,79,6' 7'',250,85.25,7' 1.25'',107.5,8' 11.5'',2007,-1,-1
201159,Javaris,Crittenton,Javaris Crittenton,PG,75,6' 3'',194,77.5,6' 5.5'',98,8' 2'',2007,1,19
201176,Jermareo,Davidson,Jermareo Davidson,PF,81,6' 9'',230,88,7' 4'',109.5,9' 1.5'',2007,2,36
12209,Justin,Doellman,Justin Doellman,PF,80,6' 8'',205,80.75,6' 8.75'',105,8' 9'',2007,-1,-1
12210,Zabian,Dowdell,Zabian Dowdell,PG,73,6' 1'',191,82,6' 10'',100,8' 4'',2007,-1,-1
201162,Jared,Dudley,Jared Dudley,SF,77,6' 5'',219,79,6' 7'',102,8' 6'',2007,1,22
201142,Kevin,Durant,Kevin Durant,SF-PF,81,6' 9'',215,88.75,7' 4.75'',110,9' 2'',2007,1,2
12211,Rashaun,Freeman,Rashaun Freeman,PF,78,6' 6'',244,83.5,6' 11.5'',104,8' 8'',2007,-1,-1
201189,Aaron,Gray,Aaron Gray,C,84,7' 0'',271,87.25,7' 3.25'',108.5,9' 0.5'',2007,2,49
12212,Caleb,Green,Caleb Green,PF,78,6' 6'',238,83.75,6' 11.75'',103,8' 7'',2007,-1,-1
201145,Jeff,Green,Jeff Green,SF,79,6' 7'',228,85.25,7' 1.25'',103,8' 7'',2007,1,5
201192,Taurean,Green,Taurean Green,PG,71,5' 11'',173,74.25,6' 2.25'',96,8' 0'',2007,2,52
201150,Spencer,Hawes,Spencer Hawes,PF,82,6' 10'',244,84.5,7' 0.5'',110,9' 2'',2007,1,10
12214,Brandon,Heath,Brandon Heath,PG,74,6' 2'',181,79,6' 7'',94,7' 10'',2007,-1,-1
201195,Herbert,Hill,Herbert Hill,C,79,6' 7'',232,86.25,7' 2.25'',108.5,9' 0.5'',2007,2,55
201143,Al,Horford,Al Horford,PF,80,6' 8'',246,84.75,7' 0.75'',107,8' 11'',2007,1,3
12215,Quinton,Hosley,Quinton Hosley,SF-SG,77,6' 5'',215,83.25,6' 11.25'',105,8' 9'',2007,-1,-1
12216,James,Hughes,James Hughes,C,81,6' 9'',209,87,7' 3'',111,9' 3'',2007,-1,-1
12217,Jeremy,Hunt,Jeremy Hunt,SG,74,6' 2'',198,80.25,6' 8.25'',101.5,8' 5.5'',2007,-1,-1
12218,Ekene,Ibekwe,Ekene Ibekwe,PF,80,6' 8'',208,90,7' 6'',104,8' 8'',2007,-1,-1
12219,Dominic,James,Dominic James,PG,70,5' 10'',175,74,6' 2'',93,7' 9'',2007,-1,-1
201234,Trey,Johnson,Trey Johnson,SG,75,6' 3'',216,77,6' 5'',98,8' 2'',2007,-1,-1
12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78,6' 6'',235,84,7' 0'',105.5,8' 9.5'',2007,-1,-1
201185,Jared,Jordan,Jared Jordan,PG,72,6' 0'',183,72,6' 0'',94,7' 10'',2007,2,45
201207,Coby,Karl,Coby Karl,SG-PG,75,6' 3'',204,83,6' 11'',99.5,8' 3.5'',2007,-1,-1
12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81,6' 9'',237,82.5,6' 10.5'',106.5,8' 10.5'',2007,-1,-1
201171,Carl,Landry,Carl Landry,PF,79,6' 7'',248,83,6' 11'',102.5,8' 6.5'',2007,2,31
201186,Stephane,Lasme,Stephane Lasme,PF,77,6' 5'',213,86,7' 2'',107,8' 11'',2007,2,46
201151,Acie,Law,Acie Law,PG,74,6' 2'',186,78.5,6' 6.5'',98,8' 2'',2007,1,11
12222,Marko,Lekic,Marko Lekic,C,81,6' 9'',267,85,7' 1'',108.5,9' 0.5'',2007,-1,-1
12223,Ron,Lewis,Ron Lewis,SG,74,6' 2'',194,78.5,6' 6.5'',99,8' 3'',2007,-1,-1
201858,Cartier,Martin,Cartier Martin,SF,76,6' 4'',218,82,6' 10'',103.5,8' 7.5'',2007,-1,-1
201187,Dominic,McGuire,Dominic McGuire,SF,79,6' 7'',220,82.5,6' 10.5'',104,8' 8'',2007,2,47
201177,Josh,McRoberts,Josh McRoberts,PF,80,6' 8'',240,85,7' 1'',106.5,8' 10.5'',2007,2,37
201197,Sammy,Mejia,Sammy Mejia,SG,77,6' 5'',218,83,6' 11'',105,8' 9'',2007,2,57
12224,Brad,Newley,Brad Newley,SG,77,6' 5'',201,80,6' 8'',102.5,8' 6.5'',2007,2,54
201193,Demetris,Nichols,Demetris Nichols,SF,78,6' 6'',211,84.25,7' 0.25'',105,8' 9'',2007,2,53
201149,Joakim,Noah,Joakim Noah,PF,82,6' 10'',223,85.25,7' 1.25'',106.5,8' 10.5'',2007,1,9
201141,Greg,Oden,Greg Oden,C,83,6' 11'',257,88.25,7' 4.25'',112,9' 4'',2007,1,1
12225,Ivan,Radenovic,Ivan Radenovic,PF,81,6' 9'',226,83.75,6' 11.75'',106,8' 10'',2007,-1,-1
12226,JR,Reynolds,JR Reynolds,PG,72,6' 0'',188,75.25,6' 3.25'',95,7' 11'',2007,-1,-1
201181,Chris,Richard,Chris Richard,PF,79,6' 7'',252,88.5,7' 4.5'',110.5,9' 2.5'',2007,2,41
12227,Dustin,Salisbery,Dustin Salisbery,SG,75,6' 3'',208,80,6' 8'',100.5,8' 4.5'',2007,-1,-1
12228,Blake,Schilb,Blake Schilb,SG,77,6' 5'',214,81,6' 9'',102.5,8' 6.5'',2007,-1,-1
12229,Renaldas,Seibutis,Renaldas Seibutis,SG,76,6' 4'',185,80.75,6' 8.75'',101,8' 5'',2007,2,50
201196,Ramon,Sessions,Ramon Sessions,PG,74,6' 2'',185,76.25,6' 4.25'',97.5,8' 1.5'',2007,2,56
201203,Mustafa,Shakur,Mustafa Shakur,PG,75,6' 3'',185,77.5,6' 5.5'',99,8' 3'',2007,-1,-1
201160,Jason,Smith,Jason Smith,PF,82.75,6' 10.75'',233,82.75,6' 10.75'',106,8' 10'',2007,1,20
201199,DJ,Strawberry,DJ Strawberry,SG,75.75,6' 3.75'',199,78.5,6' 6.5'',101,8' 5'',2007,2,59
201155,Rodney,Stuckey,Rodney Stuckey,SG-PG,75.75,6' 3.75'',207,79.25,6' 7.25'',100.5,8' 4.5'',2007,1,15
12230,Curtis,Sumpter,Curtis Sumpter,SF,78,6' 6'',227,81.5,6' 9.5'',104,8' 8'',2007,-1,-1
201180,Yue,Sun,Yue Sun,SF,79.75,6' 7.75'',212,81,6' 9'',105,8' 9'',2007,-1,-1
201249,Jamaal,Tatum,Jamaal Tatum,PG,71.5,5' 11.5'',168,74.5,6' 2.5'',93.5,7' 9.5'',2007,-1,-1
12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,6' 6.75'',222,82,6' 10'',103.5,8' 7.5'',2007,2,44
201154,Al,Thornton,Al Thornton,SF,77.75,6' 5.75'',221,85,7' 1'',104,8' 8'',2007,1,14
201229,Anthony,Tolliver,Anthony Tolliver,PF,79,6' 7'',242,86.5,7' 2.5'',107.5,8' 11.5'',2007,-1,-1
12233,Ali,Traore,Ali Traore,C-PF,80.75,6' 8.75'',249,88,7' 4'',108.5,9' 0.5'',2007,-1,-1
12234,Kyle,Visser,Kyle Visser,C,82,6' 10'',242,83,6' 11'',108,9' 0'',2007,-1,-1
201208,Darryl,Watkins,Darryl Watkins,C,80.75,6' 8.75'',241,87,7' 3'',110,9' 2'',2007,-1,-1
12235,Major,Wingate,Major Wingate,C,80.5,6' 8.5'',242,88,7' 4'',109,9' 1'',2007,-1,-1
12236,DaShaun,Wood,DaShaun Wood,PG,70.75,5' 10.75'',167,72.75,6' 0.75'',92,7' 8'',2007,-1,-1
201153,Julian,Wright,Julian Wright,SF-PF,78.5,6' 6.5'',211,86.25,7' 2.25'',108,9' 0'',2007,1,13
201148,Brandan,Wright,Brandan Wright,PF,80.75,6' 8.75'',200,87.75,7' 3.75'',108.5,9' 0.5'',2007,1,8
12237,Avis,Wyatt,Avis Wyatt,PF,80.75,6' 8.75'',212,85,7' 1'',107,8' 11'',2007,-1,-1
201156,Nick,Young,Nick Young,SG-SF,77,6' 5'',206,84,7' 0'',100.5,8' 4.5'',2007,1,16
201152,Thaddeus,Young,Thaddeus Young,SF,77.75,6' 5.75'',210,83.5,6' 11.5'',106,8' 10'',2007,1,12
201570,Joe,Alexander,Joe Alexander,SF-PF,79.25,6' 7.25'',220,83.5,6' 11.5'',106,8' 10'',2008,1,8
201589,Darrell,Arthur,Darrell Arthur,PF,79.5,6' 7.5'',216,82.75,6' 10.75'',107,8' 11'',2008,1,27
201571,D.J.,Augustin,D.J. Augustin,PG,70,5' 10'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',2008,1,9
201573,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,6' 1.75'',204,75.5,6' 3.5'',97,8' 1'',2008,1,11
201563,Michael,Beasley,Michael Beasley,PF-SF,79,6' 7'',239,84.25,7' 0.25'',107,8' 11'',2008,1,2
12239,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,6' 1.25'',184,77,6' 5'',98,8' 2'',2008,-1,-1
12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70,5' 10'',166,73.75,6' 1.75'',94,7' 10'',2008,-1,-1
12241,Takais,Brown,Takais Brown,PF,79.25,6' 7.25'',252,82,6' 10'',106,8' 10'',2008,-1,-1
201812,Keith,Brumbaugh,Keith Brumbaugh,SF-PF,79.5,6' 7.5'',190,79.25,6' 7.25'',104.5,8' 8.5'',2008,-1,-1
201868,Stanley,Burrell,Stanley Burrell,PG,73.5,6' 1.5'',201,78.25,6' 6.25'',97.5,8' 1.5'',2008,-1,-1
12242,Brian,Butch,Brian Butch,C-PF,81.5,6' 9.5'',229.6,83.25,6' 11.25'',108,9' 0'',2008,-1,-1
12243,Jamar,Butler,Jamar Butler,PG,72.25,6' 0.25'',182,76.75,6' 4.75'',97,8' 1'',2008,-1,-1
12244,Pat,Calathes,Pat Calathes,SF-PF,80.75,6' 8.75'',204,81.75,6' 9.75'',106,8' 10'',2008,-1,-1
12245,Joe,Crawford,Joe Crawford,SG,75,6' 3'',213,77.75,6' 5.75'',99.5,8' 3.5'',2008,2,58
12246,Chris,Daniels,Chris Daniels,C-PF,80.25,6' 8.25'',256,84.5,7' 0.5'',109,9' 1'',2008,-1,-1
201595,Joey,Dorsey,Joey Dorsey,PF-C,78.25,6' 6.25'',265,85.75,7' 1.75'',107,8' 11'',2008,2,33
12247,Marcus,Dove,Marcus Dove,SF-PF,78.75,6' 6.75'',208,83.5,6' 11.5'',105,8' 9'',2008,-1,-1
12248,Josh,Duncan,Josh Duncan,PF,80,6' 8'',230,83.5,6' 11.5'',104.5,8' 8.5'',2008,-1,-1
12249,Frank,Elegar,Frank Elegar,PF,79.25,6' 7.25'',210,87.25,7' 3.25'',106,8' 10'',2008,-1,-1
201607,Patrick,Ewing Jr.,Patrick Ewing Jr.,SF-PF,78,6' 6'',224,84.25,7' 0.25'',97.5,8' 1.5'',2008,-1,-1
201814,Gary,Forbes,Gary Forbes,SG,76.5,6' 4.5'',220.5,83.25,6' 11.25'',104.5,8' 8.5'',2008,-1,-1
12250,Shan,Foster,Shan Foster,SG,76,6' 4'',194.5,83.5,6' 11.5'',103.5,8' 7.5'',2008,2,51
201592,J.R.,Giddens,J.R. Giddens,SG,76,6' 4'',208,83.25,6' 11.25'',103,8' 7'',2008,1,30
12251,James,Gist,James Gist,PF,79,6' 7'',220,88,7' 4'',107.5,8' 11.5'',2008,2,57
12252,Vladimir,Golubovic,Vladimir Golubovic,C,83.25,6' 11.25'',258,86.5,7' 2.5'',111.5,9' 3.5'',2008,-1,-1
201569,Eric,Gordon,Eric Gordon,SG,74,6' 2'',222,81,6' 9'',99,8' 3'',2008,1,7
201863,Kentrell,Gransberry,Kentrell Gransberry,C,78.75,6' 6.75'',290,82.25,6' 10.25'',106,8' 10'',2008,-1,-1
201590,Donte,Greene,Donte Greene,SF-PF,80.25,6' 8.25'',221,82,6' 10'',108,9' 0'',2008,1,28
