,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
2454,Jacque Vaughn,82,22.6,9.7,2001,27.0,4
2455,Jabari Smith,23,7.9,5.8,2001,45.0,1
2464,Hedo Turkoglu,80,24.6,9.9,2001,16.0,1
2466,Hanno Mottola,82,16.7,5.0,2001,40.0,1
2470,Greg Buckner,44,20.1,6.9,2001,53.0,3
2475,Glen Rice,20,30.3,4.9,2001,35.0,-12
2476,Gilbert Arenas,47,24.5,10.4,2001,30.0,0
2477,Gerald Wallace,54,8.0,6.9,2001,25.0,0
2484,Felipe Lopez,67,8.6,3.8,2001,24.0,3
2485,Evan Eschmeyer,31,9.6,4.8,2001,34.0,2
2486,Etan Thomas,47,13.2,10.4,2001,12.0,1
2488,Ernest Brown,3,7.1,-11.7,2001,52.0,1
2490,Erick Dampier,73,23.8,5.4,2001,10.0,5
2491,Erick Barkley,19,11.9,5.9,2001,28.0,1
2497,Elton Brand,80,37.7,15.1,2001,1.0,2
2501,Eduardo Najera,62,21.8,8.2,2001,38.0,1
2502,Eddy Curry,72,16.0,7.5,2001,4.0,0
2505,Eddie House,64,19.2,8.6,2001,37.0,1
2506,Eddie Griffin,73,26.0,8.9,2001,7.0,0
2508,Earl Watson,64,15.1,7.2,2001,39.0,0
2514,Donnell Harvey,47,18.0,9.8,2001,22.0,1
2516,Dirk Nowitzki,76,38.0,15.9,2001,9.0,3
2517,Dion Glover,55,21.0,8.3,2001,20.0,2
2520,Devean George,82,21.5,8.5,2001,23.0,2
2521,Desmond Mason,75,32.2,9.0,2001,17.0,1
2523,Derrick Dial,32,9.3,10.8,2001,52.0,3
2525,Derek Fisher,70,28.2,9.0,2001,24.0,5
2526,Derek Anderson,70,26.5,10.4,2001,13.0,4
2527,DerMarr Johnson,72,23.9,6.7,2001,6.0,1
2529,Dee Brown,7,9.4,-1.8,2001,46.0,-5
2532,DeShawn Stevenson,67,16.9,5.4,2001,23.0,1
2533,DeSagana Diop,18,6.1,-0.4,2001,8.0,0
2539,Darius Miles,82,27.1,10.2,2001,3.0,1
2541,Danny Fortson,77,28.8,12.1,2001,10.0,4
2546,Dan Langhi,34,12.7,5.6,2001,31.0,1
2547,Damone Brown,17,3.8,-2.4,2001,36.0,0
2550,Dalibor Bagaric,50,12.7,3.9,2001,24.0,1
2552,Cuttino Mobley,74,42.1,10.0,2001,41.0,3
2553,Courtney Alexander,56,23.6,8.6,2001,13.0,1
2556,Corey Maggette,63,25.7,8.6,2001,13.0,2
2565,Chris Mihm,74,22.4,4.8,2001,7.0,1
2568,Chris Crawford,7,18.7,7.4,2001,50.0,4
2572,Chauncey Billups,82,28.7,11.7,2001,3.0,4
2575,Charles Smith,60,19.1,7.4,2001,26.0,4
2577,Cedric Henderson,12,5.8,8.1,2001,44.0,4
2580,Calvin Booth,15,18.5,5.7,2001,35.0,2
2582,Cal Bowdler,52,11.2,5.0,2001,17.0,2
2584,Bryce Drew,61,12.7,9.3,2001,16.0,3
2586,Bruno Sundov,22,3.9,4.0,2001,35.0,3
2588,Brian Skinner,65,17.0,7.3,2001,22.0,3
2590,Brian Scalabrine,28,10.4,2.9,2001,34.0,0
2592,Brian Cardinal,8,5.3,9.7,2001,44.0,1
2593,Brevin Knight,53,21.7,11.3,2001,16.0,4
2596,Brendan Haywood,62,20.4,7.9,2001,20.0,0
2597,Brandon Armstrong,35,5.6,-1.2,2001,23.0,0
2599,Bonzi Wells,74,31.8,11.7,2001,11.0,3
2600,Bobby Simmons,30,11.3,7.5,2001,41.0,0
2601,Bobby Jackson,81,21.6,11.4,2001,23.0,4
2606,Baron Davis,82,40.5,12.1,2001,3.0,2
2608,Austin Croshere,76,16.9,11.1,2001,12.0,4
2610,Antonis Fotsis,28,11.3,7.7,2001,47.0,0
2614,Antonio Daniels,82,26.5,9.7,2001,4.0,4
2615,Antoine Walker,81,42.1,12.6,2001,6.0,5
2618,Anthony Johnson,34,10.8,8.7,2001,39.0,4
2620,Antawn Jamison,82,37.0,10.7,2001,4.0,3
2621,Ansu Sesay,9,15.7,8.4,2001,30.0,3
2624,Andrei Kirilenko,82,26.3,12.5,2001,24.0,2
2625,Andre Miller,81,37.3,14.8,2001,8.0,2
2626,Amal McCaskill,27,5.7,3.3,2001,49.0,5
2627,Alvin Williams,82,35.8,9.8,2001,47.0,4
2628,Alvin Jones,23,5.4,-0.6,2001,56.0,0
2629,Alton Ford,53,8.5,4.9,2001,50.0,0
2631,Allen Iverson,60,43.7,14.9,2001,1.0,5
2634,Al Harrington,44,29.8,9.3,2001,25.0,3
2636,Adonal Foyle,79,18.8,6.9,2001,8.0,4
2639,A.J. Guyton,45,13.4,8.3,2001,32.0,1
2640,A.J. Guyton,2,4.3,-7.5,2002,32.0,2
2644,Adonal Foyle,82,21.8,9.2,2002,8.0,5
2646,Al Harrington,82,30.1,8.5,2002,25.0,4
2649,Allen Iverson,82,42.5,13.7,2002,1.0,6
2650,Alton Ford,11,2.7,-3.8,2002,50.0,1
2651,Alvin Williams,78,33.9,11.0,2002,47.0,5
2652,Amal McCaskill,11,6.3,4.1,2002,49.0,6
2653,Amar'e Stoudemire,82,31.3,10.2,2002,9.0,0
2654,Andre Miller,80,36.4,10.3,2002,8.0,3
2655,Andrei Kirilenko,80,27.7,14.5,2002,24.0,3
2658,Ansu Sesay,45,9.9,2.7,2002,30.0,4
2659,Antawn Jamison,82,39.4,11.6,2002,4.0,4
2662,Anthony Johnson,66,12.8,8.5,2002,39.0,5
2666,Antoine Walker,78,41.5,10.5,2002,6.0,6
2667,Antonio Daniels,67,13.0,9.6,2002,4.0,5
2672,Austin Croshere,49,12.9,12.8,2002,12.0,5
2674,Baron Davis,50,37.9,11.4,2002,3.0,3
2679,Bobby Jackson,59,28.4,13.0,2002,23.0,5
2680,Bobby Simmons,36,10.4,6.6,2002,41.0,1
2681,Bonzi Wells,75,32.0,10.2,2002,11.0,4
2682,Bostjan Nachbar,14,5.6,0.3,2002,15.0,0
2684,Brandon Armstrong,17,4.1,0.9,2002,23.0,1
2686,Brendan Haywood,81,23.8,6.4,2002,20.0,1
2688,Brevin Knight,55,16.9,8.0,2002,16.0,5
2689,Brian Cardinal,5,2.9,9.7,2002,44.0,2
2691,Brian Scalabrine,59,12.2,6.7,2002,34.0,1
2693,Brian Skinner,77,18.0,9.6,2002,22.0,4
2695,Bruno Sundov,26,5.3,-1.5,2002,35.0,4
2696,Bryce Drew,13,6.1,8.4,2002,16.0,4
2699,Calvin Booth,47,12.2,5.9,2002,35.0,3
2701,Carlos Boozer,81,25.3,12.4,2002,34.0,0
2702,Caron Butler,78,36.6,10.1,2002,10.0,0
2703,Casey Jacobsen,72,15.9,5.0,2002,22.0,0
2706,Charles Smith,3,4.4,-1.7,2002,26.0,5
2708,Chauncey Billups,74,31.5,14.8,2002,3.0,5
2712,Chris Crawford,5,7.6,14.9,2002,50.0,5
2714,Chris Jefferies,51,13.1,3.3,2002,27.0,0
2715,Chris Mihm,52,15.5,7.5,2002,7.0,2
2717,Chris Owens,1,6.3,7.1,2002,47.0,0
2720,Chris Wilcox,46,10.4,8.2,2002,8.0,0
2725,Corey Benjamin,9,16.7,4.7,2002,28.0,4
2726,Corey Maggette,64,31.3,10.7,2002,13.0,3
2729,Courtney Alexander,66,20.6,5.4,2002,13.0,2
2730,Cuttino Mobley,73,41.7,9.4,2002,41.0,4
2731,Dajuan Wagner,47,29.5,6.0,2002,6.0,0
2733,Dalibor Bagaric,10,7.6,4.3,2002,24.0,2
2736,Damone Brown,5,23.0,-0.2,2002,36.0,1
2737,Dan Dickau,50,10.4,6.0,2002,28.0,0
2738,Dan Gadzuric,49,15.5,5.3,2002,33.0,0
2739,Dan Langhi,60,9.0,5.9,2002,31.0,2
2741,Danny Fortson,17,13.0,5.9,2002,10.0,5
2743,Darius Miles,67,29.9,6.6,2002,3.0,2
2748,DeSagana Diop,80,11.8,3.3,2002,8.0,1
2749,DeShawn Stevenson,61,12.5,5.4,2002,23.0,2
2751,Derek Anderson,76,33.6,11.1,2002,13.0,5
2752,Derek Fisher,82,34.5,7.8,2002,24.0,6
2754,Desmond Mason,80,34.6,10.1,2002,17.0,2
2755,Devean George,71,22.7,7.1,2002,23.0,3
2758,Dion Glover,76,24.8,8.9,2002,20.0,3
2759,Dirk Nowitzki,80,39.0,17.9,2002,9.0,4
2761,Donnell Harvey,77,21.0,10.7,2002,22.0,2
2765,Drew Gooden,70,26.8,9.3,2002,4.0,0
2767,Earl Watson,79,17.2,10.3,2002,39.0,1
2768,Eddie Griffin,77,24.4,10.0,2002,7.0,1
2769,Eddie House,55,18.6,8.5,2002,37.0,2
2772,Eddy Curry,81,19.5,10.0,2002,4.0,1
2773,Eduardo Najera,48,22.9,8.4,2002,38.0,2
2774,Efthimios Rentzias,35,4.1,5.1,2002,23.0,6
2776,Elton Brand,62,39.5,14.1,2002,1.0,3
2781,Erick Dampier,82,24.1,8.3,2002,10.0,6
2784,Etan Thomas,38,13.5,9.4,2002,12.0,2
2785,Evan Eschmeyer,17,8.0,1.8,2002,34.0,3
2786,Flip Murray,14,4.5,4.2,2002,41.0,0
2787,Frank Williams,21,8.0,4.8,2002,25.0,0
2789,Fred Jones,19,5.9,2.5,2002,14.0,0
2793,Gerald Wallace,47,12.2,8.0,2002,25.0,1
2794,Gilbert Arenas,82,35.0,11.6,2002,30.0,1
2795,Glen Rice,62,24.7,7.7,2002,35.0,-11
2797,Gordan Giricek,76,28.3,7.8,2002,40.0,3
2800,Greg Buckner,75,20.2,6.8,2002,53.0,4
2804,Hedo Turkoglu,67,17.6,8.4,2002,16.0,2
2808,Igor Rakocevic,42,5.7,5.3,2002,51.0,2
2811,Jacque Vaughn,80,21.1,6.6,2002,27.0,5
2812,Jahidi White,16,14.4,6.8,2002,43.0,4
2813,Jake Tsakalidis,33,16.4,5.3,2002,25.0,2
2814,Jake Voskuhl,65,14.6,5.9,2002,33.0,2
2816,Jamaal Magloire,82,29.8,10.1,2002,19.0,2
2817,Jamaal Tinsley,73,30.7,9.9,2002,27.0,1
2818,Jamal Crawford,80,24.8,11.1,2002,8.0,2
2820,Jamal Sampson,5,1.8,14.3,2002,46.0,0
2821,James Posey,83,30.3,10.2,2002,18.0,3
2822,Jamison Brewer,10,8.0,8.4,2002,40.0,1
2824,Jared Jeffries,20,14.5,7.3,2002,11.0,0
2825,Jarron Collins,22,19.1,2.9,2002,52.0,1
2827,Jason Collier,13,8.1,10.1,2002,15.0,2
2828,Jason Collins,81,23.4,5.8,2002,18.0,1
2830,Jason Richardson,82,32.9,8.6,2002,5.0,1
2831,Jason Terry,81,38.1,12.7,2002,10.0,3
2832,Jason Williams,76,31.6,11.2,2002,7.0,4
2833,Jay Williams,75,26.1,8.2,2002,2.0,0
2834,Jeff Foster,77,10.4,8.5,2002,21.0,3
2835,Jeff McInnis,75,17.5,6.7,2002,37.0,6
2836,Jeff Trepagnier,8,12.1,11.7,2002,35.0,1
2837,Jelani McCoy,67,20.4,8.4,2002,33.0,4
2839,Jermaine O'Neal,77,37.2,15.1,2002,17.0,6
2840,Jerome James,51,15.0,6.3,2002,36.0,4
2841,Jerome Moiso,51,12.5,10.9,2002,11.0,2
2842,Jerome Williams,71,33.0,10.7,2002,26.0,6
2844,Jeryl Sasser,75,13.7,5.8,2002,22.0,1
2846,Jiri Welsch,37,6.2,0.6,2002,16.0,0
2847,Joe Johnson,82,27.5,7.9,2002,10.0,1
2849,Joel Przybilla,32,17.0,3.6,2002,9.0,2
2852,John Salmons,64,7.7,5.9,2002,26.0,0
2855,Jonathan Bender,46,17.8,8.5,2002,5.0,3
2856,Joseph Forte,17,5.0,2.3,2002,21.0,1
2857,Juan Dixon,42,15.4,7.3,2002,17.0,0
2859,Jumaine Jones,80,27.5,9.0,2002,27.0,3
2862,Kareem Rush,76,11.5,3.6,2002,20.0,0
2864,Kedrick Brown,51,13.1,5.8,2002,11.0,1
2865,Keith Van Horn,74,31.6,11.0,2002,2.0,5
2866,Kelvin Cato,73,17.2,10.8,2002,15.0,5
2867,Ken Johnson,16,9.7,3.8,2002,48.0,1
2870,Kenny Satterfield,39,12.8,3.4,2002,53.0,1
2871,Kenny Thomas,66,30.0,10.6,2002,22.0,3
2872,Kenyon Martin,77,34.1,11.9,2002,1.0,2
2873,Keon Clark,80,22.2,9.4,2002,13.0,4
2874,Kerry Kittles,65,30.1,12.8,2002,8.0,6
2878,Keyon Dooling,55,17.6,5.9,2002,10.0,2
2879,Kirk Haston,12,4.8,-9.5,2002,16.0,1
2880,Kobe Bryant,82,41.5,18.0,2002,13.0,6
2882,Kwame Brown,80,22.2,9.1,2002,1.0,1
2884,Lamar Odom,49,34.2,10.1,2002,4.0,3
2885,Larry Hughes,67,31.9,10.6,2002,8.0,4
2887,Lavor Postell,12,8.2,3.1,2002,39.0,2
2889,Lee Nailon,38,10.7,8.6,2002,43.0,3
2891,Lonny Baxter,55,12.4,5.2,2002,43.0,0
2892,Loren Woods,38,9.2,6.9,2002,45.0,1
2893,Lorenzen Wright,70,28.3,9.0,2002,7.0,6
2895,Maceo Baston,16,6.5,11.7,2002,58.0,4
2897,Malik Rose,79,24.4,11.8,2002,44.0,6
2898,Mamadou N'diaye,22,16.6,6.4,2002,26.0,2
2899,Manu Ginobili,69,20.8,8.8,2002,57.0,3
2900,Marc Jackson,77,13.5,7.6,2002,37.0,5
2901,Marcus Camby,29,21.2,12.7,2002,2.0,6
2902,Marcus Fizer,38,21.3,12.6,2002,4.0,2
2903,Marcus Haislip,39,11.3,4.0,2002,13.0,0
2904,Mark Blount,81,17.4,6.7,2002,54.0,5
2907,Mark Madsen,54,14.5,3.4,2002,29.0,2
2909,Marko Jaric,66,21.0,9.7,2002,30.0,2
2910,Mateen Cleaves,12,4.6,-1.4,2002,14.0,2
2911,Matt Harpring,78,32.8,13.1,2002,15.0,4
2913,Maurice Taylor,67,20.6,6.6,2002,14.0,5
2914,Mehmet Okur,72,19.0,9.9,2002,37.0,1
2915,Melvin Ely,52,15.4,6.6,2002,12.0,0
2917,Metta World Peace,69,33.6,10.8,2002,16.0,3
2918,Michael Bradley,67,19.6,9.0,2002,17.0,1
2920,Michael Dickerson,6,14.6,4.0,2002,14.0,4
2921,Michael Doleac,75,13.9,5.2,2002,12.0,4
2924,Michael Olowokandi,36,38.0,8.7,2002,1.0,4
2925,Michael Redd,82,28.3,12.9,2002,43.0,2
2928,Mike Bibby,55,33.4,11.1,2002,2.0,4
2929,Mike Dunleavy,82,15.9,7.7,2002,3.0,0
2931,Mike Miller,65,33.6,10.1,2002,5.0,2
2936,Moochie Norris,82,16.8,9.2,2002,33.0,6
2937,Morris Peterson,82,35.9,7.7,2002,21.0,2
2939,Nazr Mohammed,35,12.9,6.6,2002,29.0,4
2940,Nene,80,28.2,10.2,2002,7.0,0
2942,Nikoloz Tskitishvili,81,16.3,2.4,2002,5.0,0
2943,Olumide Oyedeji,27,5.3,7.7,2002,42.0,2
2945,Othella Harrington,74,24.9,8.1,2002,30.0,6
2948,Pat Garrity,81,31.9,6.3,2002,19.0,4
2949,Pau Gasol,82,35.9,13.0,2002,3.0,1
2950,Paul Pierce,79,39.2,15.8,2002,10.0,4
2952,Peja Stojakovic,72,34.0,12.8,2002,14.0,6
2955,Predrag Drobnjak,82,24.2,7.1,2002,48.0,5
2957,Primoz Brezec,22,4.9,4.1,2002,27.0,2
2958,Quentin Richardson,59,23.2,8.5,2002,18.0,2
2959,Qyntel Woods,53,6.3,6.3,2002,21.0,0
2960,Raef LaFrentz,69,23.3,8.0,2002,3.0,4
2961,Rafer Alston,47,20.9,9.4,2002,39.0,4
2964,Randy Livingston,2,5.9,15.2,2002,42.0,6
2965,Rashard Lewis,77,39.5,10.8,2002,32.0,4
2967,Rasho Nesterovic,77,30.4,9.2,2002,17.0,4
2968,Rasual Butler,72,21.0,6.5,2002,52.0,0
2969,Ray Allen,76,37.9,13.6,2002,5.0,6
2973,Richard Hamilton,82,32.2,12.1,2002,7.0,3
2974,Richard Jefferson,80,35.9,11.9,2002,13.0,1
2977,Ricky Davis,79,39.7,10.9,2002,21.0,4
2978,Robert Archibald,12,6.0,-1.8,2002,31.0,0
2981,Robert Traylor,69,12.3,9.3,2002,6.0,4
2984,Rodney White,72,21.7,7.8,2002,9.0,1
2985,Roger Mason Jr.,17,6.7,3.0,2002,30.0,0
2986,Ron Mercer,72,23.2,6.4,2002,6.0,5
2987,Ruben Boumtje-Boumtje,2,2.3,7.7,2002,49.0,1
2988,Ruben Patterson,78,21.3,8.2,2002,31.0,4
2990,Ryan Bowen,62,16.1,9.2,2002,55.0,4
2991,Ryan Humphrey,48,9.2,0.5,2002,19.0,0
2993,Samaki Walker,67,18.6,8.4,2002,9.0,6
2994,Scot Pollard,23,14.1,9.1,2002,19.0,5
2995,Scott Padgett,82,16.1,9.1,2002,28.0,3
2998,Sean Lampley,35,13.9,9.4,2002,44.0,1
2999,Sean Marks,23,9.7,0.5,2002,44.0,4
3001,Shammond Williams,78,24.1,9.3,2002,34.0,4
3002,Shandon Anderson,82,21.1,8.5,2002,54.0,6
3003,Shane Battier,78,30.5,8.5,2002,6.0,1
3005,Shareef Abdur-Rahim,81,38.0,13.8,2002,3.0,6
3008,Shawn Marion,81,41.7,15.1,2002,9.0,3
3011,Soumaila Samake,13,5.9,8.2,2002,36.0,2
3012,Speedy Claxton,30,15.6,10.6,2002,20.0,2
3014,Stephen Jackson,80,28.1,9.1,2002,42.0,5
3015,Stephon Marbury,81,40.1,13.6,2002,4.0,6
3016,Steve Francis,81,41.0,13.7,2002,2.0,3
3018,Steve Nash,82,33.1,14.6,2002,15.0,6
3019,Steven Hunter,33,13.6,7.1,2002,15.0,1
3021,Stromile Swift,67,22.0,11.2,2002,2.0,2
3022,Tamar Slay,36,7.6,3.9,2002,53.0,0
3023,Tariq Abdul-Wahad,14,14.5,7.1,2002,11.0,5
3024,Tayshaun Prince,42,10.4,8.0,2002,23.0,0
3025,Terence Morris,49,12.9,8.8,2002,33.0,1
3028,Tim Duncan,81,39.3,20.6,2002,1.0,5
3030,Tim Thomas,80,29.5,8.1,2002,7.0,5
3031,Tito Maddox,9,3.8,6.5,2002,37.0,0
3032,Todd MacCulloch,42,19.3,9.0,2002,47.0,3
3035,Tony Battie,67,25.1,10.1,2002,5.0,5
3036,Tony Delk,67,28.0,9.8,2002,16.0,6
3038,Tony Parker,82,33.9,11.5,2002,28.0,1
3039,Tracy McGrady,75,39.3,19.2,2002,9.0,5
3042,Travis Knight,32,9.0,5.3,2002,29.0,6
3043,Tremaine Fowlkes,37,15.5,7.6,2002,54.0,4
3044,Trenton Hassell,82,24.4,4.3,2002,29.0,1
3046,Troy Murphy,79,31.8,11.3,2002,14.0,1
3048,Tyronn Lue,75,26.5,8.7,2002,23.0,4
3049,Tyson Chandler,75,24.3,9.9,2002,2.0,1
3051,Vince Carter,43,34.2,13.0,2002,5.0,4
3052,Vincent Yarbrough,59,23.4,6.4,2002,32.0,0
3053,Vitaly Potapenko,26,15.4,5.8,2002,12.0,6
3055,Vladimir Radmanovic,72,26.5,9.1,2002,12.0,1
3056,Vladimir Stepania,79,20.2,11.3,2002,27.0,4
3058,Wally Szczerbiak,52,35.3,10.7,2002,6.0,3
3060,Walter McCarty,82,23.8,7.3,2002,19.0,6
3061,Wang Zhi-zhi,41,10.0,6.1,2002,36.0,3
3063,Yao Ming,82,29.0,14.1,2002,1.0,0
3064,Zach Randolph,77,16.9,12.6,2002,19.0,1
3067,Zydrunas Ilgauskas,81,30.0,11.6,2002,20.0,6
3070,Adonal Foyle,44,13.1,8.3,2003,8.0,6
3072,Al Harrington,79,30.9,10.5,2003,25.0,5
3076,Allen Iverson,48,42.6,12.7,2003,1.0,7
3078,Alton Ford,9,4.5,8.0,2003,50.0,2
3079,Alvin Williams,56,31.0,8.4,2003,47.0,6
3080,Amal McCaskill,59,10.7,4.0,2003,49.0,7
3081,Amar'e Stoudemire,55,36.8,12.3,2003,9.0,1
3082,Andre Miller,82,34.7,12.7,2003,8.0,4
3083,Andrei Kirilenko,78,37.3,16.3,2003,24.0,4
3086,Ansu Sesay,57,10.1,7.0,2003,30.0,5
3087,Antawn Jamison,82,29.0,12.0,2003,4.0,5
3090,Anthony Johnson,73,22.0,8.0,2003,39.0,6
