,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter,norm_sal
4446,Andris Biedrins,9000000,2013,Center,6,7.4,4.7,11.0,9,0.2955295733981353
4447,Chauncey Billups,2500000,2013,Point Guard and Shooting Guard,19,16.3,4.0,3.0,16,0.0820915481661486
4448,Bismack Biyombo,3049920,2013,Center,77,13.9,9.9,7.0,2,0.1001490618331601
4449,DeJuan Blair,947907,2013,Center and Power Forward,78,15.6,9.7,37.0,4,0.0311260612590118
4450,Steve Blake,4000000,2013,Point Guard,55,27.2,8.8,38.0,10,0.1313464770658379
4451,Andray Blatche,1375604,2013,Center and Power Forward,73,22.2,12.4,49.0,8,0.0451701848094187
4452,Eric Bledsoe,2626473,2013,Point Guard,43,32.9,14.1,18.0,3,0.0862444939146356
4453,Keith Bogans,5058198,2013,Small Forward and Shooting Guard,6,9.2,9.5,43.0,10,0.1660941219003668
4454,Andrew Bogut,14000000,2013,Power Forward and Center,67,26.4,12.3,1.0,8,0.4597126697304327
4455,Matt Bonner,3945000,2013,Power Forward and Center,61,11.3,8.4,45.0,10,0.1295404630061826
4456,Trevor Booker,2350820,2013,Power Forward,72,21.6,9.0,23.0,3,0.0771929813039782
4457,Carlos Boozer,15300000,2013,Center and Power Forward,76,28.2,12.0,34.0,11,0.50240027477683
4458,Chris Bosh,19067500,2013,Power Forward and Center,79,32.0,12.6,4.0,10,0.6261122378632161
4459,Avery Bradley,2511432,2013,Point Guard and Shooting Guard,60,30.9,8.2,19.0,3,0.0824669363976028
4460,Elton Brand,4000000,2013,Power Forward and Center,73,19.4,8.8,1.0,14,0.1313464770658379
4461,Corey Brewer,4500000,2013,Shooting Guard and Small Forward,81,32.2,6.6,7.0,6,0.1477647866990676
4462,Ronnie Brewer,1186459,2013,Shooting Guard and Small Forward,24,6.7,2.7,14.0,7,0.0389593024582642
4463,Aaron Brooks,3396250,2013,Point Guard,72,21.6,7.9,26.0,6,0.111521368183713
4464,Aaron Brooks,1027424,2013,Point Guard,72,21.6,7.9,26.0,6,0.111521368183713
4465,MarShon Brooks,1210080,2013,Shooting Guard,35,9.0,10.8,25.0,2,0.0397349362419572
4466,Shannon Brown,3500000,2013,Shooting Guard,29,8.7,2.4,25.0,7,0.1149281674326081
4467,Kobe Bryant,30453805,2013,Shooting Guard and Small Forward,6,29.5,9.7,13.0,17,1.0
4468,Chase Budinger,5000000,2013,Small Forward,41,18.3,6.6,44.0,4,0.1641830963322973
4469,Reggie Bullock,1149000,2013,Shooting Guard and Small Forward,43,9.2,5.5,25.0,0,0.0377292755371619
4470,Trey Burke,2438760,2013,Point Guard,70,32.3,8.3,9.0,0,0.0800806336022707
4471,Alec Burks,2202000,2013,Shooting Guard,78,28.1,10.1,12.0,2,0.0723062356247437
4472,Caron Butler,8000000,2013,Small Forward and Shooting Guard,56,25.3,8.6,10.0,11,0.2626929541316758
4473,Jimmy Butler,1112880,2013,Shooting Guard and Small Forward,67,38.7,9.5,30.0,2,0.0365432168492574
4474,Andrew Bynum,6000000,2013,Center,26,19.8,10.2,10.0,8,0.1970197155987568
4475,Kentavious Caldwell-Pope,2653080,2013,Shooting Guard,80,19.8,5.0,8.0,0,0.0871181778434583
4476,DeMarre Carroll,2557545,2013,Small Forward and Power Forward,73,32.1,9.1,27.0,4,0.0839811314218371
4477,Vince Carter,3180000,2013,Small Forward and Shooting Guard,81,24.4,9.8,5.0,15,0.1044204492673411
4478,Michael Carter-Williams,2200920,2013,Point Guard,70,34.5,10.4,11.0,0,0.0722707720759359
4479,Omri Casspi,947907,2013,Small Forward and Power Forward,71,18.1,9.5,23.0,4,0.0311260612590118
4480,Mario Chalmers,4000000,2013,Point Guard,73,29.8,8.5,34.0,5,0.1313464770658379
4481,Tyson Chandler,14100538,2013,Center and Power Forward,55,30.2,11.3,2.0,12,0.463013997758244
4482,Wilson Chandler,6344164,2013,Shooting Guard and Small Forward and Power Forward,62,31.1,7.7,23.0,6,0.2083208978319786
4483,Earl Clark,4250000,2013,Power Forward and Small Forward,54,14.2,6.3,14.0,4,0.1395556318824528
4484,Victor Claver,1330000,2013,Small Forward,21,8.7,7.2,22.0,4,0.0436727036243911
4485,Norris Cole,1129200,2013,Point Guard,82,24.6,6.2,28.0,2,0.037079110475686
4486,Darren Collison,1900000,2013,Point Guard,80,25.9,10.8,21.0,4,0.062389576606273
4487,Nick Collison,2585668,2013,Power Forward and Center,81,16.7,7.3,12.0,10,0.0849045956654677
4488,Mike Conley,8000001,2013,Point Guard,73,33.5,13.0,4.0,6,0.2626929869682951
4489,DeMarcus Cousins,4916974,2013,Center,71,32.4,18.2,5.0,3,0.1614568031810803
4490,Jamal Crawford,5225000,2013,Shooting Guard and Point Guard,69,30.4,11.1,8.0,13,0.1715713356672507
4491,Jordan Crawford,2162419,2013,Shooting Guard and Point Guard,81,23.0,10.4,27.0,3,0.071006529397558
4492,Jae Crowder,788872,2013,Small Forward,78,16.1,7.7,34.0,1,0.0259038895139704
4493,Dante Cunningham,2180000,2013,Power Forward and Small Forward,81,20.2,8.1,33.0,4,0.0715838300008816
4494,Jared Cunningham,1208400,2013,Shooting Guard,13,6.2,2.8,24.0,1,0.0396797707215896
4495,Stephen Curry,9887642,2013,Point Guard,78,36.5,16.4,7.0,4,0.3246767357970539
4496,Samuel Dalembert,3700748,2013,Center,80,20.2,10.1,26.0,12,0.1215200530771113
4497,Anthony Davis,5375760,2013,Power Forward and Center,67,35.2,16.4,1.0,1,0.1765217843878622
4498,Ed Davis,3153860,2013,Center and Power Forward,63,15.2,10.4,13.0,3,0.1035621000397158
4499,Glen Davis,6400000,2013,Power Forward and Center,68,24.4,8.4,35.0,6,0.2101543633053406
4500,Austin Daye,947907,2013,Small Forward,22,6.7,6.2,15.0,4,0.0311260612590118
4501,Nando De Colo,1463000,2013,Shooting Guard and Small Forward,47,10.5,9.2,53.0,4,0.0480399739868302
4502,Luol Deng,14275000,2013,Power Forward and Small Forward,63,35.1,10.7,7.0,9,0.4687427400287091
4503,DeMar DeRozan,9500000,2013,Shooting Guard,79,38.2,12.8,9.0,4,0.311947883031365
4504,Boris Diaw,4702500,2013,Power Forward and Shooting Guard,79,25.0,9.8,21.0,10,0.1544142021005257
4505,Gorgui Dieng,1352640,2013,Center and Power Forward,60,13.6,11.1,21.0,0,0.0444161246845837
4506,Toney Douglas,1600000,2013,Point Guard and Shooting Guard,51,13.2,5.7,29.0,4,0.0525385908263351
4507,Goran Dragic,7500000,2013,Point Guard and Shooting Guard,76,35.1,13.4,45.0,5,0.246274644498446
4508,Andre Drummond,2462400,2013,Center,81,32.3,13.5,9.0,1,0.0808568912817298
4509,Jared Dudley,4250000,2013,Small Forward and Power Forward and Shooting Guard,74,23.4,5.3,22.0,6,0.1395556318824528
4510,Tim Duncan,10361446,2013,Center and Power Forward,74,29.2,15.4,1.0,16,0.3402348573519795
4511,Mike Dunleavy,3183000,2013,Small Forward and Shooting Guard and Power Forward,82,31.5,9.6,3.0,11,0.1045189591251405
4512,Kevin Durant,17832627,2013,Power Forward and Small Forward and Shooting Guard,81,38.5,20.6,2.0,6,0.5855631833197855
4513,Wayne Ellington,2652000,2013,Shooting Guard,45,8.7,6.8,28.0,4,0.0870827142946505
4514,Monta Ellis,8000000,2013,Shooting Guard,82,36.9,10.6,40.0,8,0.2626929541316758
4515,Jeremy Evans,1660257,2013,Power Forward and Small Forward,66,18.3,10.2,55.0,3,0.0545172269934742
4516,Tyreke Evans,10300000,2013,Small Forward and Shooting Guard and Point Guard,72,28.2,12.8,4.0,4,0.3382171784445326
4517,Kenneth Faried,1367640,2013,Center and Power Forward,80,27.2,12.6,22.0,2,0.0449086739735806
4518,Jordan Farmar,1106941,2013,Point Guard,41,22.3,10.3,26.0,7,0.0363482001674339
4519,Derrick Favors,6008196,2013,Center and Power Forward,73,30.2,11.8,3.0,3,0.1972888445302647
4520,Raymond Felton,3637073,2013,Point Guard and Shooting Guard,65,31.0,8.2,5.0,8,0.1194291813453195
4521,Landry Fields,6250000,2013,Shooting Guard and Small Forward,30,10.7,6.6,39.0,3,0.2052288704153717
4522,Derek Fisher,1399507,2013,Point Guard and Shooting Guard,81,17.6,6.3,24.0,17,0.0459550785197449
4523,Evan Fournier,1422720,2013,Small Forward and Shooting Guard,76,19.8,6.9,20.0,1,0.0467173149627772
4524,Randy Foye,3000000,2013,Point Guard and Shooting Guard,81,30.7,8.3,7.0,7,0.0985098577993784
4525,Jimmer Fredette,2439840,2013,Shooting Guard and Point Guard,49,10.6,11.2,10.0,2,0.0801160971510785
4526,Joel Freeland,2897976,2013,Power Forward and Center,52,14.0,7.1,30.0,7,0.0951597345553371
4527,Channing Frye,6400000,2013,Center and Power Forward,82,28.2,8.2,8.0,8,0.2101543633053406
4528,Francisco Garcia,1265977,2013,Small Forward and Shooting Guard,55,19.7,5.4,23.0,8,0.0415704047490945
4529,Marc Gasol,14860523,2013,Center,59,33.4,13.1,48.0,6,0.4879693358514642
4530,Pau Gasol,19285850,2013,Center and Power Forward,60,31.4,13.6,3.0,12,0.6332821136800475
4531,Rudy Gay,17888931,2013,Power Forward and Small Forward,73,34.7,12.4,8.0,7,0.5874120163309642
4532,Paul George,3282003,2013,Small Forward and Shooting Guard,80,36.2,15.7,10.0,3,0.1077698829423778
4533,Taj Gibson,7550000,2013,Power Forward,82,28.7,11.7,26.0,4,0.247916475461769
4534,Manu Ginobili,7500000,2013,Shooting Guard,68,22.8,13.2,57.0,14,0.246274644498446
4535,Rudy Gobert,1078800,2013,Center,45,9.6,9.0,27.0,0,0.0354241448646564
4536,Ryan Gomes,1186459,2013,Power Forward and Small Forward,5,6.9,0.0,50.0,8,0.0389593024582642
4537,Archie Goodwin,1064400,2013,Point Guard and Shooting Guard,52,10.2,6.8,29.0,0,0.0349512975472194
4538,Ben Gordon,13200000,2013,Shooting Guard,19,14.7,5.0,3.0,9,0.4334433743172651
4539,Eric Gordon,14283844,2013,Shooting Guard and Point Guard,64,32.1,8.9,7.0,5,0.4690331470895016
4540,Marcin Gortat,7727280,2013,Power Forward and Center,81,32.8,12.5,57.0,8,0.253737751325327
4541,Danny Granger,14021788,2013,Small Forward,41,20.7,8.3,17.0,8,0.4604281139910103
4542,Aaron Gray,2690875,2013,Center,37,9.6,4.4,49.0,6,0.0883592378686341
4543,Danny Green,3762500,2013,Shooting Guard,68,24.3,9.1,46.0,4,0.1235477799900537
4544,Draymond Green,875500,2013,Small Forward and Power Forward,82,21.9,9.0,35.0,1,0.0287484601677852
4545,Gerald Green,3500000,2013,Shooting Guard and Small Forward,82,28.4,9.7,18.0,8,0.1149281674326081
4546,Jeff Green,8965000,2013,Small Forward and Power Forward,82,34.2,8.9,5.0,6,0.2943802917238092
4547,Willie Green,1399507,2013,Shooting Guard,55,15.8,4.2,41.0,10,0.0459550785197449
4548,Blake Griffin,16441500,2013,Power Forward,80,35.8,16.2,1.0,4,0.5398832756694936
4549,Jordan Hamilton,1169880,2013,Small Forward,60,17.0,9.5,26.0,2,0.0384149041474456
4550,Tyler Hansbrough,3183000,2013,Power Forward,64,15.3,9.0,13.0,4,0.1045189591251405
4551,Tim Hardaway Jr.,1196760,2013,Shooting Guard,81,23.2,7.3,24.0,0,0.039297552473328
4552,James Harden,13701250,2013,Shooting Guard and Point Guard,73,38.0,15.6,3.0,4,0.4499027297245779
4553,Maurice Harkless,1809840,2013,Small Forward,80,24.4,7.1,15.0,1,0.059429027013209
4554,Josh Harrellson,884293,2013,Power Forward and Center,32,9.9,8.3,45.0,2,0.0290371925609952
4555,Al Harrington,3574300,2013,Power Forward and Center and Small Forward,34,15.0,6.1,25.0,15,0.1173679282441061
4556,Al Harrington,1399507,2013,Power Forward and Center and Small Forward,34,15.0,6.1,25.0,15,0.1173679282441061
4557,Devin Harris,1272279,2013,Point Guard and Shooting Guard,40,20.4,9.8,5.0,9,0.0417773411237118
4558,Tobias Harris,1545840,2013,Power Forward and Small Forward,61,30.3,11.6,19.0,2,0.0507601595268637
4559,Spencer Hawes,6500000,2013,Power Forward and Center,80,30.9,11.1,10.0,6,0.2134380252319866
4560,Gordon Hayward,3452183,2013,Power Forward and Small Forward,77,36.4,11.2,9.0,3,0.1133580188091438
4561,Gerald Henderson,6000000,2013,Shooting Guard,77,32.0,9.2,12.0,4,0.1970197155987568
4562,John Henson,1905360,2013,Center and Power Forward,70,26.5,11.8,14.0,1,0.0625655808855412
4563,Roy Hibbert,14283844,2013,Center,81,29.7,8.0,17.0,5,0.4690331470895016
4564,Nene,13000000,2013,Power Forward and Center,53,29.4,10.8,7.0,11,0.4268760504639732
4565,George Hill,8000000,2013,Point Guard,76,32.0,10.1,26.0,5,0.2626929541316758
4566,Jordan Hill,3563600,2013,Center and Power Forward,72,20.8,12.9,8.0,4,0.117016576417955
4567,Solomon Hill,1246680,2013,Small Forward,28,8.1,6.6,23.0,0,0.0409367565071097
4568,Kirk Hinrich,4059000,2013,Point Guard and Shooting Guard,73,29.0,7.6,7.0,10,0.133283837602559
4569,Jrue Holiday,9213484,2013,Point Guard and Shooting Guard,34,33.6,11.4,17.0,4,0.3025396662256161
4570,Ryan Hollins,1186459,2013,Center and Power Forward,61,7.9,6.0,50.0,7,0.0389593024582642
4571,Al Horford,12000000,2013,Center,29,33.0,15.3,3.0,6,0.3940394311975137
4572,Dwight Howard,20513178,2013,Power Forward and Center,71,33.8,14.6,1.0,9,0.6735834159311127
4573,Kris Humphries,12000000,2013,Small Forward and Power Forward,69,19.9,13.2,14.0,9,0.3940394311975137
4574,Serge Ibaka,12250000,2013,Power Forward and Center,81,32.9,12.4,24.0,5,0.4022485860141286
4575,Andre Iguodala,12868632,2013,Small Forward and Shooting Guard,63,32.4,9.9,9.0,9,0.4225623694641769
4576,Ersan Ilyasova,7900000,2013,Power Forward,55,26.9,9.7,36.0,8,0.2594092922050299
4577,Kyrie Irving,5607240,2013,Point Guard,71,35.2,13.0,1.0,2,0.1841228050156622
4578,Jarrett Jack,6300000,2013,Shooting Guard and Point Guard,80,28.2,8.6,22.0,8,0.2068707013786947
4579,Reggie Jackson,1260360,2013,Point Guard,80,28.5,11.5,24.0,2,0.0413859614586748
4580,Bernard James,788872,2013,Center,30,4.9,4.2,33.0,1,0.0259038895139704
4581,LeBron James,19067500,2013,Shooting Guard and Small Forward and Power Forward,77,37.7,20.0,1.0,10,0.6261122378632161
4582,Antawn Jamison,1399507,2013,Power Forward and Small Forward,22,11.3,6.4,4.0,15,0.0459550785197449
4583,Al Jefferson,13500000,2013,Power Forward and Center,73,35.0,17.0,15.0,9,0.4432943600972029
4584,Richard Jefferson,11046000,2013,Small Forward,82,27.0,7.3,13.0,12,0.3627132964173114
4585,John Jenkins,1258800,2013,Shooting Guard,13,12.1,4.4,23.0,1,0.0413347363326191
4586,Brandon Jennings,7655503,2013,Point Guard,80,34.1,10.0,10.0,4,0.2513808373042383
4587,Jonas Jerebko,4500000,2013,Power Forward,64,11.6,9.5,39.0,4,0.1477647866990676
4588,Amir Johnson,6500000,2013,Center and Small Forward and Power Forward,77,28.8,10.0,56.0,8,0.2134380252319866
4589,Joe Johnson,21466718,2013,Shooting Guard and Small Forward,79,32.6,10.6,10.0,12,0.7048944458664524
4590,Orlando Johnson,788872,2013,Shooting Guard,45,8.7,5.1,36.0,1,0.0259038895139704
4591,Wesley Johnson,916099,2013,Shooting Guard and Small Forward,79,28.4,6.6,4.0,3,0.0300815940733842
4592,Terrence Jones,1551840,2013,Power Forward,76,27.3,12.2,18.0,1,0.0509571792424624
4593,DeAndre Jordan,10986550,2013,Center,82,35.0,12.1,35.0,5,0.3607611594019204
4594,Cory Joseph,1120920,2013,Point Guard and Shooting Guard,68,13.8,8.8,29.0,2,0.0368072232681597
4595,Chris Kaman,3183000,2013,Center,39,18.9,12.1,6.0,10,0.1045189591251405
4596,Sergey Karasev,1467840,2013,Shooting Guard and Small Forward,22,7.1,1.0,19.0,0,0.0481989032240798
4597,Michael Kidd-Gilchrist,4809840,2013,Small Forward and Power Forward,62,24.2,7.5,2.0,1,0.1579388848125874
4598,Andrei Kirilenko,3183000,2013,Small Forward and Power Forward,45,19.1,7.9,24.0,14,0.1045189591251405
4599,Brandon Knight,2793960,2013,Point Guard and Shooting Guard,72,33.3,11.1,8.0,2,0.0917442007657171
4600,Kyle Korver,6760563,2013,Small Forward and Shooting Guard and Power Forward,71,33.9,9.4,51.0,10,0.2219940332579131
4601,Kosta Koufos,3000000,2013,Center,80,16.9,10.4,23.0,5,0.0985098577993784
4602,Doron Lamb,788872,2013,Shooting Guard,53,13.1,4.7,42.0,1,0.0259038895139704
4603,Jeremy Lamb,2111160,2013,Small Forward and Shooting Guard,78,19.7,9.4,12.0,1,0.0693233571305785
4604,Carl Landry,6500000,2013,Power Forward,18,12.9,7.9,31.0,6,0.2134380252319866
4605,Shane Larkin,1536960,2013,Point Guard,48,10.2,5.3,18.0,0,0.0504685703477775
4606,Ty Lawson,10786517,2013,Point Guard,62,35.8,13.0,18.0,4,0.3541927519401927
4607,Courtney Lee,5225000,2013,Shooting Guard,79,25.0,9.4,22.0,5,0.1715713356672507
4608,David Lee,13878000,2013,Power Forward and Center and Small Forward,69,33.2,13.4,30.0,8,0.4557066021799246
4609,Alex Len,3492720,2013,Center,42,8.6,2.7,5.0,0,0.1146891168443483
4610,Kawhi Leonard,1887840,2013,Small Forward,66,29.1,13.2,15.0,2,0.0619902833159928
4611,Meyers Leonard,2222160,2013,Power Forward and Center,40,8.9,6.3,11.0,1,0.0729682218691556
4612,Rashard Lewis,1399507,2013,Small Forward and Power Forward,60,16.2,6.4,32.0,15,0.0459550785197449
4613,Damian Lillard,3202920,2013,Point Guard,82,35.8,11.7,6.0,1,0.1051730645809284
4614,Shaun Livingston,1272279,2013,Shooting Guard and Point Guard,76,26.0,9.9,4.0,9,0.0417773411237118
4615,Brook Lopez,14693906,2013,Center,17,31.4,15.3,10.0,5,0.4824981968591445
4616,Robin Lopez,5904261,2013,Center,82,31.8,10.2,15.0,5,0.1938759705068053
4617,Kevin Love,14693906,2013,Center and Power Forward,77,36.3,19.1,5.0,5,0.4824981968591445
4618,Kyle Lowry,6210000,2013,Point Guard,79,36.2,13.8,24.0,7,0.2039154056447133
4619,Shelvin Mack,884293,2013,Shooting Guard and Point Guard,73,20.4,9.6,34.0,2,0.0290371925609952
4620,Ian Mahinmi,4000000,2013,Center,77,16.2,4.5,28.0,8,0.1313464770658379
4621,Shawn Marion,9316796,2013,Small Forward and Power Forward,76,31.7,9.3,9.0,14,0.3059320830352726
4622,Kendall Marshall,2005560,2013,Point Guard,54,29.0,9.5,13.0,1,0.0658558101360404
4623,Kenyon Martin,1399507,2013,Power Forward and Center,32,19.8,8.1,1.0,13,0.0459550785197449
4624,Kevin Martin,6500000,2013,Point Guard and Shooting Guard,68,32.0,9.6,26.0,9,0.2134380252319866
4625,Jason Maxiell,2500000,2013,Center and Power Forward,34,14.4,4.2,26.0,8,0.0820915481661486
4626,Eric Maynor,2016000,2013,Shooting Guard and Point Guard,31,10.5,5.8,20.0,4,0.0661986244411823
4627,O.J. Mayo,8000000,2013,Shooting Guard,52,25.9,7.4,3.0,5,0.2626929541316758
4628,Luc Mbah a Moute,4588384,2013,Small Forward and Power Forward,64,15.7,5.4,37.0,5,0.1506670184563144
4629,CJ McCollum,2316720,2013,Shooting Guard,38,12.5,5.4,10.0,0,0.076073252586992
4630,JaVale McGee,10750000,2013,Center,5,15.9,2.6,18.0,5,0.3529936571144394
4631,Ben McLemore,2895960,2013,Shooting Guard,82,26.7,4.2,7.0,0,0.0950935359308959
4632,Josh McRoberts,2652000,2013,Center and Power Forward,78,30.3,9.7,37.0,6,0.0870827142946505
4633,Jodie Meeks,1550000,2013,Shooting Guard,77,33.2,8.7,41.0,4,0.0508967598630121
4634,Khris Middleton,788872,2013,Shooting Guard and Small Forward,82,30.0,7.9,39.0,1,0.0259038895139704
4635,Andre Miller,5000000,2013,Point Guard and Shooting Guard,58,16.9,11.8,8.0,14,0.1641830963322973
4636,Darius Miller,788872,2013,Small Forward,45,16.1,4.6,46.0,1,0.0259038895139704
4637,Mike Miller,1399507,2013,Shooting Guard and Small Forward,82,20.8,9.2,5.0,13,0.0459550785197449
4638,Quincy Miller,788872,2013,Power Forward,52,15.2,5.2,38.0,1,0.0259038895139704
4639,Patty Mills,1133950,2013,Point Guard,81,18.9,12.0,55.0,4,0.0372350844172017
4640,Paul Millsap,9500000,2013,Power Forward,74,33.5,13.5,47.0,7,0.311947883031365
4641,Nazr Mohammed,1399507,2013,Center,80,7.0,8.1,29.0,15,0.0459550785197449
4642,Greg Monroe,4086454,2013,Power Forward and Center,82,32.8,11.8,7.0,3,0.1341853341479004
4643,E'Twaun Moore,884293,2013,Point Guard and Shooting Guard,79,19.1,7.4,55.0,2,0.0290371925609952
4644,Darius Morris,1046269,2013,Point Guard,27,11.6,6.5,41.0,2,0.0343559368032992
4645,Markieff Morris,2091840,2013,Power Forward,81,26.6,12.2,13.0,2,0.0686889536463506
4646,Donatas Motiejunas,1422720,2013,Power Forward,62,15.4,6.8,20.0,2,0.0467173149627772
4647,Arnett Moultrie,1089240,2013,Power Forward,12,15.6,3.7,27.0,1,0.0357669591697983
4648,Shabazz Muhammad,1887120,2013,Small Forward and Shooting Guard,37,7.8,8.0,14.0,0,0.061966640950121
4649,Byron Mullens,947907,2013,Power Forward and Center,45,9.2,7.5,24.0,4,0.0311260612590118
4650,Steve Nash,9300500,2013,Point Guard,15,20.8,9.0,15.0,17,0.3053969774877064
4651,Nemanja Nedovic,1056720,2013,Shooting Guard,24,5.9,-1.3,30.0,0,0.034699112311253
4652,Jameer Nelson,8600000,2013,Point Guard,68,32.0,9.7,20.0,9,0.2823949256915515
4653,Andrew Nicholson,1482000,2013,Power Forward,76,15.4,7.0,19.0,1,0.0486638697528929
4654,Joakim Noah,11100000,2013,Center,80,35.2,15.6,9.0,6,0.3644864738577002
4655,Steve Novak,3750000,2013,Power Forward and Small Forward,54,10.0,7.1,32.0,7,0.123137322249223
4656,Dirk Nowitzki,22721381,2013,Power Forward and Center,80,32.9,16.1,9.0,15,0.7460933371051663
4657,Jermaine O'Neal,2000000,2013,Power Forward and Center,44,20.1,10.0,17.0,17,0.0656732385329189
4658,Kyle O'Quinn,788872,2013,Center and Power Forward,69,17.2,11.0,49.0,1,0.0259038895139704
4659,Greg Oden,1027424,2013,Center,23,9.2,3.9,1.0,6,0.0337371307132228
4660,Victor Oladipo,4763760,2013,Shooting Guard and Point Guard,80,31.1,9.7,2.0,0,0.156425773396789
4661,Kelly Olynyk,1986360,2013,Center and Power Forward,70,20.0,9.0,13.0,0,0.0652253470461244
4662,Travis Outlaw,3000000,2013,Power Forward and Small Forward,63,16.9,7.1,23.0,10,0.0985098577993784
4663,Zaza Pachulia,5200000,2013,Center,53,25.0,9.0,42.0,10,0.1707504201855892
4664,Tony Parker,12500000,2013,Point Guard,68,29.4,12.9,28.0,12,0.4104577408307435
4665,Chandler Parsons,926500,2013,Small Forward,74,37.6,11.1,38.0,2,0.0304231277503747
4666,Patrick Patterson,3105302,2013,Power Forward,65,23.6,9.5,14.0,3,0.1019676194813751
4667,Chris Paul,18668431,2013,Point Guard,62,35.0,17.9,4.0,8,0.6130081610491694
4668,Nikola Pekovic,12100000,2013,Center,54,30.8,12.5,31.0,5,0.3973230931241597
4669,Kendrick Perkins,8477437,2013,Center,62,19.5,4.2,27.0,10,0.2783703711243964
4670,Paul Pierce,15333334,2013,Shooting Guard and Small Forward,75,28.0,12.0,10.0,15,0.5034948506434582
4671,Mason Plumlee,1298640,2013,Center,70,18.2,11.4,22.0,0,0.0426429472441949
4672,Miles Plumlee,1121520,2013,Center,80,24.5,10.1,26.0,1,0.0368269252397196
4673,Quincy Pondexter,2225479,2013,Small Forward and Shooting Guard,15,18.0,6.0,26.0,3,0.0730772066085009
4674,Tayshaun Prince,7235955,2013,Small Forward,76,25.6,6.5,23.0,11,0.2376042993642338
4675,Anthony Randolph,1750000,2013,Power Forward and Center,43,12.3,9.1,14.0,5,0.057464083716304
4676,Zach Randolph,17800000,2013,Power Forward and Center,79,34.2,12.8,19.0,12,0.5844918229429787
4677,Luke Ridnour,4320000,2013,Point Guard and Shooting Guard,61,18.7,6.3,14.0,10,0.1418541952311049
4678,Austin Rivers,2339040,2013,Point Guard and Shooting Guard,69,19.4,6.7,10.0,1,0.0768061659290193
4679,Andre Roberson,1110840,2013,Shooting Guard and Small Forward,40,10.0,4.4,26.0,0,0.0364762301459538
4680,Nate Robinson,2016000,2013,Point Guard,44,19.7,10.7,21.0,8,0.0661986244411823
4681,Thomas Robinson,3526440,2013,Power Forward,70,12.5,9.2,5.0,1,0.1157963676460133
4682,Rajon Rondo,11954545,2013,Point Guard,30,33.3,12.4,21.0,7,0.3925468426687568
4683,Derrick Rose,17632688,2013,Point Guard,10,31.1,7.3,1.0,5,0.5789978625002689
4684,Terrence Ross,2678640,2013,Small Forward and Shooting Guard,81,26.7,7.5,8.0,1,0.087957481831909
4685,Ricky Rubio,4002120,2013,Point Guard,82,32.2,10.5,5.0,4,0.1314160906986828
4686,Brandon Rush,4000000,2013,Shooting Guard and Small Forward,38,11.0,3.1,13.0,5,0.1313464770658379
4687,Robert Sacre,788872,2013,Center,65,16.8,7.0,60.0,1,0.0259038895139704
4688,John Salmons,7583000,2013,Shooting Guard and Small Forward and Point Guard,78,22.1,5.6,26.0,11,0.2490000838975622
4689,Larry Sanders,3053368,2013,Power Forward and Center,23,25.4,8.4,15.0,3,0.1002622824963908
4690,Dennis Schroder,1348200,2013,Point Guard,49,13.1,4.7,17.0,0,0.0442703300950406
4691,Luis Scola,4508504,2013,Power Forward,82,17.1,11.5,55.0,11,0.1480440293093096
4692,Mike Scott,788872,2013,Power Forward,80,18.5,10.4,43.0,1,0.0259038895139704
4693,Thabo Sefolosha,3900000,2013,Small Forward and Shooting Guard,61,26.0,6.9,13.0,7,0.1280628151391919
4694,Kevin Seraphin,2761114,2013,Power Forward and Center,53,10.9,7.3,17.0,3,0.090665649169291
4695,Ramon Sessions,5000000,2013,Point Guard and Shooting Guard,83,26.7,11.4,56.0,6,0.1641830963322973
4696,Iman Shumpert,1703760,2013,Shooting Guard and Point Guard,74,26.5,6.1,17.0,2,0.055945718441423
4697,Kyle Singler,1045000,2013,Small Forward,82,28.5,6.5,33.0,2,0.0343142671334501
4698,Chris Singleton,1618680,2013,Small Forward and Power Forward,25,10.0,6.2,18.0,2,0.0531519788742326
4699,Jason Smith,2500000,2013,Center and Power Forward,31,26.8,7.1,20.0,6,0.0820915481661486
4700,Josh Smith,13500000,2013,Small Forward and Power Forward,77,35.5,9.0,17.0,9,0.4432943600972029
4701,Tony Snell,1409040,2013,Shooting Guard and Small Forward,77,16.0,5.8,20.0,0,0.046268110011212
4702,Marreese Speights,3500000,2013,Power Forward and Center,79,12.4,10.3,16.0,5,0.1149281674326081
4703,Tiago Splitter,10000000,2013,Center and Power Forward,59,21.5,11.1,28.0,6,0.3283661926645947
4704,Lance Stephenson,1005000,2013,Small Forward and Shooting Guard,78,35.3,12.7,40.0,3,0.0330008023627917
4705,Amar'e Stoudemire,21679893,2013,Center and Power Forward,65,22.6,12.0,9.0,11,0.71189439217858
4706,Rodney Stuckey,8500000,2013,Point Guard and Shooting Guard,73,26.7,8.7,15.0,6,0.2791112637649056
4707,Jared Sullinger,1365720,2013,Power Forward,74,27.6,10.4,21.0,1,0.044845627664589
4708,Tyshawn Taylor,788872,2013,Point Guard,23,11.7,2.7,41.0,1,0.0259038895139704
4709,Jeff Teague,8000000,2013,Point Guard,79,32.2,11.8,19.0,4,0.2626929541316758
4710,Marquis Teague,1074720,2013,Point Guard and Shooting Guard,40,11.1,3.1,29.0,1,0.0352901714580493
