,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
4016,Paul Millsap,64,32.8,14.0,2011,47.0,5
4017,Paul Pierce,61,34.0,14.2,2011,10.0,13
4018,Quentin Richardson,48,18.0,6.8,2011,18.0,11
4019,Quincy Pondexter,64,15.7,5.1,2011,26.0,1
4020,Rajon Rondo,53,36.9,13.8,2011,21.0,5
4021,Ramon Sessions,64,26.7,12.5,2011,56.0,4
4022,Randy Foye,65,25.9,8.2,2011,7.0,5
4023,Rashard Lewis,28,26.0,5.8,2011,32.0,13
4024,Rasual Butler,34,13.3,3.9,2011,52.0,9
4025,Ray Allen,46,34.0,10.3,2011,5.0,15
4026,Raymond Felton,60,31.8,9.1,2011,5.0,6
4027,Reggie Jackson,45,11.1,6.7,2011,24.0,0
4028,Renaldo Balkman,14,8.2,10.3,2011,20.0,5
4029,Richard Hamilton,28,24.9,8.1,2011,7.0,12
4030,Richard Jefferson,63,27.7,7.1,2011,13.0,10
4031,Ricky Rubio,41,34.2,11.6,2011,5.0,2
4032,Robin Lopez,64,14.0,8.6,2011,15.0,3
4033,Rodney Stuckey,55,29.9,10.8,2011,15.0,4
4034,Rodrigue Beaubois,53,21.7,10.2,2011,25.0,2
4035,Roger Mason Jr.,52,13.4,8.7,2011,30.0,9
4036,Ronnie Brewer,66,24.8,8.5,2011,14.0,5
4037,Ronny Turiaf,17,16.4,8.4,2011,37.0,6
4038,Roy Hibbert,65,29.8,12.2,2011,17.0,3
4039,Royal Ivey,34,10.4,1.7,2011,37.0,7
4040,Rudy Fernandez,31,22.9,8.9,2011,24.0,4
4041,Rudy Gay,65,37.3,11.9,2011,8.0,5
4042,Russell Westbrook,66,35.3,14.5,2011,4.0,3
4043,Ryan Anderson,61,32.2,12.3,2011,21.0,3
4044,Ryan Gomes,32,13.3,3.1,2011,50.0,6
4045,Ryan Hollins,39,13.4,2.1,2011,50.0,5
4046,Ryan Reid,5,3.3,13.7,2011,57.0,1
4047,Sam Young,35,10.7,6.4,2011,36.0,2
4048,Samuel Dalembert,65,22.3,11.2,2011,26.0,10
4049,Sasha Pavlovic,45,11.7,5.6,2011,19.0,8
4050,Sean Williams,11,9.7,10.3,2011,17.0,4
4051,Sebastian Telfair,60,14.9,8.6,2011,13.0,7
4052,Semih Erden,28,11.9,5.2,2011,60.0,3
4053,Serge Ibaka,66,27.1,11.0,2011,24.0,3
4054,Shane Battier,65,23.1,6.1,2011,6.0,10
4055,Shannon Brown,59,23.7,8.6,2011,25.0,5
4056,Shaun Livingston,58,18.8,7.6,2011,4.0,7
4057,Shawn Marion,63,30.5,11.1,2011,9.0,12
4058,Shawne Williams,25,20.6,2.3,2011,17.0,5
4059,Shelden Williams,58,22.0,7.2,2011,5.0,5
4060,Shelvin Mack,64,12.2,10.1,2011,34.0,0
4061,Solomon Alabi,14,8.7,11.3,2011,50.0,1
4062,Solomon Jones,21,13.9,3.6,2011,33.0,5
4063,Spencer Hawes,37,24.9,12.3,2011,10.0,4
4064,Stephen Curry,26,28.1,13.4,2011,7.0,2
4065,Stephen Jackson,47,25.8,7.4,2011,42.0,14
4066,Steve Blake,53,23.3,6.2,2011,38.0,8
4067,Steve Nash,62,31.6,14.8,2011,15.0,15
4068,Steve Novak,54,18.9,11.2,2011,32.0,5
4069,T.J. Ford,14,13.6,7.8,2011,8.0,8
4070,Taj Gibson,63,20.4,11.9,2011,26.0,2
4071,Tayshaun Prince,63,33.1,8.9,2011,23.0,9
4072,Terrence Williams,30,18.3,10.3,2011,11.0,2
4073,Thabo Sefolosha,42,21.8,6.9,2011,13.0,5
4074,Thaddeus Young,63,27.9,11.6,2011,12.0,4
4075,Tiago Splitter,59,19.0,13.0,2011,28.0,4
4076,Tim Duncan,58,28.2,16.3,2011,1.0,14
4077,Tobias Harris,42,11.4,9.7,2011,19.0,0
4078,Toney Douglas,38,17.3,4.9,2011,29.0,2
4079,Tony Allen,58,26.3,9.3,2011,25.0,7
4080,Tony Battie,27,10.9,7.2,2011,5.0,14
4081,Tony Parker,60,32.1,15.3,2011,28.0,10
4082,Tracy McGrady,52,16.1,12.2,2011,9.0,14
4083,Travis Leslie,10,4.5,6.8,2011,47.0,0
4084,Travis Outlaw,39,12.8,4.4,2011,23.0,8
4085,Trevor Ariza,41,32.9,10.1,2011,43.0,7
4086,Trevor Booker,50,25.2,9.7,2011,23.0,1
4087,Trey Thompkins,24,5.0,8.2,2011,37.0,0
4088,Tristan Thompson,60,23.7,7.4,2011,4.0,0
4089,Troy Murphy,59,16.2,6.7,2011,14.0,10
4090,Ty Lawson,61,34.8,13.4,2011,18.0,2
4091,Tyler Hansbrough,66,21.8,9.3,2011,13.0,2
4092,Tyler Honeycutt,15,5.9,6.4,2011,35.0,0
4093,Tyreke Evans,63,34.3,10.7,2011,4.0,2
4094,Tyrus Thomas,54,18.8,4.8,2011,4.0,5
4095,Tyson Chandler,62,33.2,13.6,2011,2.0,10
4096,Vernon Macklin,23,5.9,10.5,2011,52.0,0
4097,Vince Carter,61,25.3,8.7,2011,5.0,13
4098,Vladimir Radmanovic,49,15.4,8.5,2011,12.0,10
4099,Von Wafer,33,14.2,7.8,2011,39.0,6
4100,Wayne Ellington,51,19.1,6.4,2011,28.0,2
4101,Wesley Johnson,65,22.6,4.9,2011,4.0,1
4102,Willie Green,53,17.4,8.8,2011,41.0,8
4103,Wilson Chandler,8,26.8,6.1,2011,23.0,4
4104,Xavier Henry,45,16.9,6.1,2011,12.0,1
4105,Yi Jianlian,30,6.8,6.5,2011,6.0,4
4106,Zach Randolph,28,26.2,13.0,2011,19.0,10
4107,Zaza Pachulia,58,28.3,9.7,2011,42.0,8
4108,AJ Price,57,22.4,9.6,2012,52.0,3
4109,Aaron Brooks,53,18.8,7.3,2012,26.0,5
4110,Aaron Gray,42,12.2,5.3,2012,49.0,5
4111,Al Harrington,10,11.9,6.1,2012,25.0,14
4112,Al Horford,74,37.2,14.3,2012,3.0,5
4113,Al Jefferson,78,33.1,14.8,2012,15.0,8
4114,Al-Farouq Aminu,76,27.2,10.3,2012,8.0,2
4115,Alec Burks,64,17.8,7.4,2012,12.0,1
4116,Amar'e Stoudemire,29,23.5,12.9,2012,9.0,10
4117,Amir Johnson,81,28.7,10.9,2012,56.0,7
4118,Anderson Varejao,25,36.0,16.4,2012,30.0,8
4119,Andray Blatche,82,19.0,14.6,2012,49.0,7
4120,Andre Drummond,60,20.7,13.7,2012,9.0,0
4121,Andre Iguodala,80,34.7,10.9,2012,9.0,8
4122,Andre Miller,82,26.2,11.5,2012,8.0,13
4123,Andrea Bargnani,35,28.6,7.0,2012,1.0,6
4124,Andrei Kirilenko,64,31.8,12.5,2012,24.0,13
4125,Andrew Bogut,32,24.6,9.2,2012,1.0,7
4126,Andrew Goudelock,1,6.2,-13.0,2012,46.0,1
4127,Andrew Nicholson,75,16.7,10.1,2012,19.0,0
4128,Andris Biedrins,53,9.3,4.5,2012,11.0,8
4129,Antawn Jamison,76,21.5,9.9,2012,4.0,14
4130,Anthony Davis,64,28.8,13.5,2012,1.0,0
4131,Anthony Randolph,39,8.4,9.6,2012,14.0,4
4132,Arnett Moultrie,47,11.5,9.9,2012,27.0,0
4133,Arron Afflalo,64,36.0,8.7,2012,27.0,5
4134,Austin Daye,55,12.3,8.5,2012,15.0,3
4135,Austin Rivers,61,23.2,3.1,2012,10.0,0
4136,Avery Bradley,50,28.7,4.9,2012,19.0,2
4137,Ben Gordon,75,20.8,7.6,2012,3.0,8
4138,Beno Udrih,66,22.1,10.7,2012,28.0,8
4139,Bernard James,46,9.9,7.6,2012,33.0,0
4140,Bismack Biyombo,80,27.3,6.3,2012,7.0,1
4141,Blake Griffin,80,32.5,15.0,2012,1.0,3
4142,Boris Diaw,75,22.8,8.0,2012,21.0,9
4143,Bradley Beal,56,31.2,9.3,2012,3.0,0
4144,Brandan Wright,64,17.9,12.9,2012,8.0,5
4145,Brandon Bass,81,27.6,8.1,2012,33.0,7
4146,Brandon Jennings,80,36.2,10.7,2012,10.0,3
4147,Brandon Knight,75,31.5,8.2,2012,8.0,1
4148,Brandon Roy,5,24.4,7.0,2012,6.0,6
4149,Brandon Rush,2,12.7,6.7,2012,13.0,4
4150,Brendan Haywood,61,19.1,4.7,2012,20.0,11
4151,Brook Lopez,74,30.5,14.8,2012,10.0,4
4152,Byron Mullens,53,26.9,8.5,2012,24.0,3
4153,CJ Miles,65,21.0,9.6,2012,34.0,7
4154,Carl Landry,81,23.2,11.5,2012,31.0,5
4155,Carlos Boozer,79,32.2,13.8,2012,34.0,10
4156,Carlos Delfino,67,25.2,9.5,2012,25.0,9
4157,Carmelo Anthony,67,37.0,15.1,2012,3.0,9
4158,Caron Butler,78,24.1,7.5,2012,10.0,10
4159,Chandler Parsons,76,36.3,10.7,2012,38.0,1
4160,Charles Jenkins,59,7.5,5.3,2012,44.0,1
4161,Charlie Villanueva,69,15.8,9.1,2012,7.0,7
4162,Chase Budinger,23,22.1,8.8,2012,44.0,3
4163,Chauncey Billups,22,19.0,9.5,2012,3.0,15
4164,Chris Bosh,74,33.2,12.9,2012,4.0,9
4165,Chris Douglas-Roberts,6,10.5,5.2,2012,40.0,4
4166,Chris Duhon,46,17.8,6.0,2012,38.0,8
4167,Chris Kaman,66,20.7,11.3,2012,6.0,9
4168,Chris Paul,70,33.4,17.8,2012,4.0,7
4169,Chris Singleton,57,16.2,4.5,2012,18.0,1
4170,Chris Wilcox,61,13.6,9.2,2012,8.0,10
4171,Cole Aldrich,45,8.6,7.1,2012,11.0,2
4172,Corey Brewer,82,24.4,8.8,2012,7.0,5
4173,Corey Maggette,18,14.3,3.3,2012,13.0,13
4174,Cory Joseph,28,13.9,9.2,2012,29.0,1
4175,Courtney Lee,78,24.9,7.9,2012,22.0,4
4176,D.J. Augustin,76,16.1,8.9,2012,9.0,4
4177,DJ White,12,7.2,9.7,2012,29.0,4
4178,DaJuan Summers,2,3.3,8.3,2012,35.0,3
4179,Daequan Cook,49,9.0,4.3,2012,21.0,5
4180,Dahntay Jones,78,13.0,2.9,2012,20.0,9
4181,Damian Lillard,82,38.6,10.5,2012,6.0,0
4182,Damion James,2,0.2,-40.0,2012,24.0,2
4183,Daniel Gibson,46,20.0,4.4,2012,42.0,6
4184,Daniel Orton,13,8.0,7.0,2012,29.0,2
4185,Danilo Gallinari,71,32.5,11.3,2012,6.0,4
4186,Danny Granger,5,14.7,1.0,2012,17.0,7
4187,Danny Green,80,27.5,8.9,2012,46.0,3
4188,Dante Cunningham,80,25.1,9.2,2012,33.0,3
4189,Darius Johnson-Odom,4,1.4,3.2,2012,55.0,0
4190,Darius Miller,52,13.3,3.8,2012,46.0,0
4191,Darius Morris,48,14.2,4.6,2012,41.0,1
4192,Darko Milicic,1,4.5,-28.6,2012,2.0,9
4193,Darrell Arthur,59,16.4,6.5,2012,27.0,4
4194,Darren Collison,81,29.3,11.0,2012,21.0,3
4195,David Lee,79,36.8,14.1,2012,30.0,7
4196,David West,73,33.4,15.1,2012,18.0,9
4197,DeAndre Jordan,82,24.5,9.9,2012,35.0,4
4198,DeAndre Liggins,39,7.4,5.9,2012,53.0,1
4199,DeJuan Blair,61,14.0,9.8,2012,37.0,3
4200,DeMar DeRozan,82,36.7,10.0,2012,9.0,3
4201,DeMarcus Cousins,75,30.5,13.2,2012,5.0,2
4202,DeMarre Carroll,66,16.8,9.1,2012,27.0,3
4203,DeSagana Diop,22,10.3,5.5,2012,8.0,11
4204,DeShawn Stevenson,56,20.7,5.0,2012,23.0,12
4205,Derek Fisher,33,17.4,4.3,2012,24.0,16
4206,Deron Williams,78,36.4,13.4,2012,3.0,7
4207,Derrick Favors,77,23.2,11.6,2012,3.0,2
4208,Derrick Williams,78,24.6,10.3,2012,2.0,1
4209,Devin Ebanks,19,10.3,4.5,2012,43.0,2
4210,Devin Harris,58,24.5,9.6,2012,5.0,8
4211,Dexter Pittman,11,2.9,-4.9,2012,32.0,2
4212,Dion Waiters,61,28.8,8.3,2012,4.0,0
4213,Dirk Nowitzki,53,31.3,14.4,2012,9.0,14
4214,Dominic McGuire,26,14.9,5.1,2012,47.0,5
4215,Dominique Jones,29,11.6,9.0,2012,25.0,2
4216,Donatas Motiejunas,44,12.2,6.2,2012,20.0,1
4217,Dorell Wright,79,22.6,11.5,2012,19.0,8
4218,Doron Lamb,47,12.3,2.4,2012,42.0,0
4219,Draymond Green,79,13.4,5.1,2012,35.0,0
4220,Drew Gooden,16,9.5,3.0,2012,4.0,10
4221,Dwight Howard,76,35.8,12.6,2012,1.0,8
4222,Dwyane Wade,69,34.6,15.3,2012,5.0,9
4223,E'Twaun Moore,75,22.4,6.8,2012,55.0,1
4224,Earl Clark,59,23.1,8.7,2012,14.0,3
4225,Earl Watson,48,17.3,5.9,2012,39.0,11
4226,Ed Davis,81,20.1,11.8,2012,13.0,2
4227,Eddy Curry,2,12.4,-6.2,2012,4.0,11
4228,Ekpe Udoh,76,17.3,6.4,2012,6.0,2
4229,Elton Brand,72,21.2,9.6,2012,1.0,13
4230,Emeka Okafor,79,26.0,12.2,2012,2.0,8
4231,Enes Freedom,70,15.4,13.0,2012,3.0,1
4232,Eric Bledsoe,76,20.4,12.4,2012,18.0,2
4233,Eric Gordon,42,30.1,8.6,2012,7.0,4
4234,Eric Maynor,64,15.0,6.1,2012,20.0,3
4235,Ersan Ilyasova,73,27.6,11.9,2012,36.0,7
4236,Evan Fournier,38,11.3,7.5,2012,20.0,0
4237,Evan Turner,82,35.3,9.5,2012,2.0,2
4238,Fab Melo,6,6.0,-1.0,2012,22.0,0
4239,Festus Ezeli,78,14.4,4.2,2012,30.0,0
4240,Francisco Garcia,58,17.7,6.3,2012,23.0,7
4241,George Hill,76,34.5,12.3,2012,26.0,4
4242,Gerald Green,60,18.0,7.8,2012,18.0,7
4243,Gerald Henderson,68,31.4,10.3,2012,12.0,3
4244,Gerald Wallace,69,30.1,7.9,2012,25.0,11
4245,Glen Davis,34,31.3,10.8,2012,35.0,5
4246,Goran Dragic,77,33.5,11.3,2012,45.0,4
4247,Gordon Hayward,72,29.2,10.9,2012,9.0,2
4248,Greg Monroe,81,33.2,14.2,2012,7.0,2
4249,Greivis Vasquez,78,34.4,11.8,2012,28.0,2
4250,Hakim Warrick,28,17.5,7.5,2012,19.0,7
4251,Harrison Barnes,81,25.4,7.7,2012,7.0,0
4252,Hasheem Thabeet,66,11.7,6.0,2012,2.0,3
4253,Hedo Turkoglu,11,17.2,3.5,2012,16.0,12
4254,Ian Mahinmi,80,16.5,5.9,2012,28.0,7
4255,Iman Shumpert,45,22.1,7.1,2012,17.0,1
4256,Isaiah Thomas,79,26.9,10.6,2012,60.0,1
4257,JJ Hickson,80,29.0,13.7,2012,19.0,4
4258,JJ Redick,78,30.5,9.6,2012,11.0,6
4259,JR Smith,80,33.5,11.9,2012,18.0,8
4260,JaVale McGee,79,18.1,11.1,2012,18.0,4
4261,Jae Crowder,78,17.3,6.2,2012,34.0,0
4262,Jamaal Tinsley,66,18.5,8.1,2012,27.0,11
4263,Jamal Crawford,76,29.3,11.6,2012,8.0,12
4264,Jameer Nelson,56,35.3,9.9,2012,20.0,8
4265,James Anderson,39,10.3,9.5,2012,20.0,2
4266,James Harden,78,38.3,14.9,2012,3.0,3
4267,James Johnson,54,16.3,5.4,2012,16.0,3
4268,James Jones,38,5.8,6.3,2012,49.0,9
4269,James White,57,7.6,5.1,2012,31.0,6
4270,Jan Vesely,51,11.8,3.1,2012,6.0,1
4271,Jared Cunningham,8,3.2,8.5,2012,24.0,0
4272,Jared Dudley,79,27.5,9.8,2012,22.0,5
4273,Jared Jeffries,38,9.2,-0.9,2012,11.0,10
4274,Jared Sullinger,45,19.8,9.1,2012,21.0,0
4275,Jarrett Jack,79,29.7,11.8,2012,22.0,7
4276,Jarvis Varnado,13,4.5,-0.7,2012,41.0,2
4277,Jason Collins,38,10.1,-1.5,2012,18.0,11
4278,Jason Maxiell,72,24.8,7.0,2012,26.0,7
4279,Jason Richardson,33,28.4,7.9,2012,5.0,11
4280,Jason Smith,51,17.2,10.2,2012,20.0,5
4281,Jason Terry,79,26.9,9.0,2012,10.0,13
4282,Jason Thompson,82,27.9,9.0,2012,12.0,4
4283,Jeff Ayres,37,10.0,11.0,2012,31.0,3
4284,Jeff Green,81,27.8,10.6,2012,5.0,5
4285,Jeff Teague,80,32.9,11.1,2012,19.0,3
4286,Jeffery Taylor,77,19.6,5.5,2012,31.0,0
4287,Jeremy Evans,37,5.8,11.5,2012,55.0,2
4288,Jeremy Lamb,23,6.4,6.4,2012,12.0,0
4289,Jeremy Tyler,21,3.3,5.5,2012,39.0,1
4290,Jermaine O'Neal,55,18.7,12.5,2012,17.0,16
4291,Jerryd Bayless,80,22.1,9.7,2012,11.0,4
4292,Jimmer Fredette,69,14.0,8.4,2012,10.0,1
4293,Jimmy Butler,82,26.0,10.6,2012,30.0,1
4294,Joakim Noah,66,36.8,13.9,2012,9.0,5
4295,Jodie Meeks,78,21.3,7.0,2012,41.0,3
4296,Joe Johnson,72,36.7,9.2,2012,10.0,11
4297,Joel Freeland,51,9.4,5.9,2012,30.0,6
4298,Joel Przybilla,12,5.7,2.8,2012,9.0,12
4299,Johan Petro,31,11.3,8.1,2012,25.0,7
4300,John Henson,63,13.1,12.1,2012,14.0,0
4301,John Jenkins,61,14.8,9.2,2012,23.0,0
4302,John Salmons,76,30.0,6.3,2012,26.0,10
4303,John Wall,49,32.7,14.6,2012,1.0,2
4304,Jon Leuer,28,6.7,6.1,2012,40.0,1
4305,Jonas Jerebko,49,18.2,9.5,2012,39.0,3
4306,Jonas Valanciunas,62,23.9,9.9,2012,5.0,1
4307,Jordan Crawford,70,24.4,10.8,2012,27.0,2
4308,Jordan Hamilton,40,9.9,11.0,2012,26.0,1
4309,Jordan Hill,29,15.8,10.8,2012,8.0,3
4310,Josh Childress,14,7.2,5.1,2012,6.0,8
4311,Josh Harrellson,6,5.1,3.9,2012,45.0,1
4312,Josh Howard,11,18.8,6.5,2012,29.0,9
4313,Josh McRoberts,67,22.2,9.0,2012,37.0,5
4314,Josh Selby,10,5.9,-1.8,2012,49.0,1
4315,Josh Smith,76,35.3,12.3,2012,17.0,8
4316,Jrue Holiday,78,37.5,11.5,2012,17.0,3
4317,Kawhi Leonard,58,31.2,11.5,2012,15.0,1
4318,Keith Bogans,74,19.0,4.2,2012,43.0,9
4319,Kemba Walker,82,34.9,12.5,2012,9.0,1
4320,Kendall Marshall,48,14.6,5.8,2012,13.0,0
4321,Kendrick Perkins,78,25.1,5.6,2012,27.0,9
4322,Kenneth Faried,80,28.1,12.1,2012,22.0,1
4323,Kenyon Martin,18,24.0,7.8,2012,1.0,12
4324,Kevin Durant,81,38.5,20.2,2012,2.0,5
4325,Kevin Love,18,34.3,14.4,2012,5.0,4
4326,Kevin Martin,77,27.7,9.8,2012,26.0,8
4327,Kevin Murphy,17,3.1,-3.8,2012,47.0,0
4328,Kevin Seraphin,79,21.8,6.9,2012,17.0,2
4329,Keyon Dooling,7,11.7,7.4,2012,10.0,12
4330,Khris Middleton,27,17.6,6.3,2012,39.0,0
4331,Kim English,41,9.9,3.8,2012,44.0,0
4332,Kirk Hinrich,60,29.4,7.3,2012,7.0,9
4333,Klay Thompson,82,35.8,7.6,2012,11.0,1
4334,Kobe Bryant,78,38.6,15.6,2012,13.0,16
4335,Kosta Koufos,81,22.4,10.3,2012,23.0,4
4336,Kris Humphries,65,18.3,9.2,2012,14.0,8
4337,Kris Joseph,10,5.4,-0.3,2012,51.0,0
4338,Kwame Brown,22,12.2,5.0,2012,1.0,11
4339,Kyle Korver,74,30.5,8.9,2012,51.0,9
4340,Kyle Lowry,68,29.7,12.3,2012,24.0,6
4341,Kyle O'Quinn,57,11.2,10.1,2012,49.0,0
4342,Kyle Singler,82,28.0,5.8,2012,33.0,1
4343,Kyrie Irving,59,34.7,13.9,2012,1.0,1
4344,LaMarcus Aldridge,74,37.7,13.5,2012,2.0,6
4345,Lamar Odom,82,19.7,9.0,2012,4.0,13
4346,Lance Stephenson,78,29.2,8.8,2012,40.0,2
4347,Landry Fields,51,20.3,7.7,2012,39.0,2
4348,Larry Sanders,71,27.3,12.2,2012,15.0,2
4349,Lavoy Allen,79,21.1,7.1,2012,50.0,1
4350,Lazar Hayward,4,7.8,7.7,2012,30.0,2
4351,LeBron James,76,37.9,22.1,2012,1.0,9
4352,Leandro Barbosa,41,12.5,9.3,2012,28.0,9
4353,Linas Kleiza,20,18.8,4.9,2012,27.0,7
4354,Lou Williams,39,28.7,11.1,2012,45.0,7
4355,Luc Mbah a Moute,58,22.9,5.8,2012,37.0,4
4356,Luis Scola,82,26.6,11.3,2012,55.0,10
4357,Luke Babbitt,62,11.8,6.4,2012,16.0,2
4358,Luke Ridnour,82,30.2,8.8,2012,14.0,9
4359,Luke Walton,50,17.1,8.1,2012,32.0,9
4360,Luol Deng,75,38.7,11.1,2012,7.0,8
4361,Malcolm Lee,16,18.0,5.4,2012,43.0,1
4362,Manu Ginobili,60,23.2,13.0,2012,57.0,13
4363,MarShon Brooks,73,12.5,8.5,2012,25.0,1
4364,Marc Gasol,80,35.0,14.6,2012,48.0,5
4365,Marcin Gortat,61,30.8,11.4,2012,57.0,7
4366,Marco Belinelli,73,25.8,7.0,2012,18.0,5
4367,Marcus Camby,24,10.4,6.7,2012,2.0,16
4368,Marcus Morris Sr.,77,19.8,6.7,2012,14.0,1
4369,Marcus Thornton,72,24.0,9.8,2018,45.0,3
4370,Mario Chalmers,77,26.9,7.9,2012,34.0,4
4371,Markieff Morris,82,22.4,7.5,2012,13.0,1
4372,Marquis Teague,48,8.2,5.1,2012,29.0,0
4373,Marreese Speights,79,16.5,10.6,2012,16.0,4
4374,Martell Webster,76,28.9,9.5,2012,6.0,7
4375,Marvin Williams,73,23.7,7.6,2012,2.0,7
4376,Matt Barnes,80,25.7,10.0,2012,45.0,10
4377,Matt Bonner,68,13.4,7.3,2012,45.0,9
4378,Maurice Harkless,76,26.0,7.2,2012,15.0,0
4379,Metta World Peace,75,33.7,7.5,2012,16.0,13
4380,Meyers Leonard,69,17.5,7.1,2012,11.0,0
4381,Michael Beasley,75,20.7,8.0,2012,2.0,4
4382,Michael Kidd-Gilchrist,78,26.0,9.4,2012,2.0,0
4383,Mickael Gelabale,36,17.9,8.1,2012,48.0,7
4384,Mickael Pietrus,19,20.3,2.8,2012,11.0,9
4385,Mike Conley,80,34.5,13.3,2012,4.0,5
4386,Mike Dunleavy,75,25.9,9.9,2012,3.0,10
4387,Mike Miller,59,15.2,10.4,2012,5.0,12
4388,Mike Scott,40,9.4,11.4,2012,43.0,0
4389,Miles Plumlee,14,3.9,4.0,2012,26.0,0
4390,Mo Williams,46,30.8,9.5,2012,47.0,9
4391,Monta Ellis,82,37.5,11.0,2012,40.0,7
4392,Nando De Colo,72,12.8,8.4,2012,53.0,3
4393,Nate Robinson,82,25.4,12.0,2012,21.0,7
4394,Nazr Mohammed,63,11.0,6.6,2012,29.0,14
4395,Nene,61,27.2,12.5,2012,7.0,10
4396,Nick Collison,81,19.5,8.7,2012,12.0,9
4397,Nick Young,59,23.9,8.5,2012,16.0,5
4398,Nicolas Batum,73,38.4,10.4,2012,25.0,4
4399,Nikola Pekovic,62,31.6,13.0,2012,31.0,4
4400,Nikola Vucevic,77,33.2,13.2,2012,16.0,1
4401,Nolan Smith,40,7.2,5.1,2012,21.0,1
4402,Norris Cole,80,19.9,4.9,2012,28.0,1
4403,O.J. Mayo,82,35.5,9.1,2012,3.0,4
4404,Omer Asik,82,30.0,11.0,2012,36.0,4
4405,Omri Casspi,43,11.7,10.0,2012,23.0,3
4406,Orlando Johnson,51,12.1,9.7,2012,36.0,0
4407,P.J. Tucker,79,24.2,7.8,2012,35.0,6
4408,Patrick Beverley,41,17.4,10.4,2012,42.0,3
4409,Patrick Patterson,71,25.0,9.2,2012,14.0,2
4410,Patty Mills,58,11.3,8.2,2012,55.0,3
4411,Pau Gasol,49,33.8,12.4,2012,3.0,11
4412,Paul George,79,37.6,13.4,2012,10.0,2
4413,Paul Millsap,78,30.4,12.3,2012,47.0,6
4414,Paul Pierce,77,33.4,14.1,2012,10.0,14
4415,Perry Jones III,38,7.4,6.5,2012,28.0,0
4416,Quentin Richardson,1,28.9,0.6,2012,18.0,12
4417,Quincy Acy,29,11.8,9.5,2012,37.0,0
4418,Quincy Miller,7,3.7,1.7,2012,38.0,0
4419,Quincy Pondexter,59,21.1,6.9,2012,26.0,2
4420,Rajon Rondo,38,37.4,14.5,2012,21.0,6
4421,Ramon Sessions,61,27.1,12.0,2012,56.0,5
4422,Randy Foye,82,27.4,6.2,2012,7.0,6
4423,Rashard Lewis,55,14.4,7.5,2012,32.0,14
4424,Ray Allen,79,25.8,9.6,2012,5.0,16
4425,Raymond Felton,68,34.0,9.7,2012,5.0,7
4426,Reggie Jackson,70,14.2,11.4,2012,24.0,1
4427,Richard Hamilton,50,21.8,7.1,2012,7.0,13
4428,Richard Jefferson,56,10.1,8.3,2012,13.0,11
4429,Ricky Rubio,57,29.7,11.8,2012,5.0,3
4430,Robert Sacre,32,6.4,0.2,2012,60.0,0
4431,Robin Lopez,82,26.0,10.3,2012,15.0,4
4432,Rodney Stuckey,76,28.6,8.8,2012,15.0,5
4433,Rodrigue Beaubois,45,12.2,7.4,2012,25.0,3
4434,Roger Mason Jr.,69,17.7,6.4,2012,30.0,10
4435,Ronnie Brewer,60,14.2,6.5,2012,14.0,6
4436,Ronny Turiaf,65,10.8,6.0,2012,37.0,7
4437,Roy Hibbert,79,28.7,10.1,2012,17.0,4
4438,Royal Ivey,53,13.2,4.2,2012,37.0,8
4439,Rudy Gay,75,35.8,11.3,2012,8.0,6
4440,Russell Westbrook,82,34.9,15.5,2012,4.0,4
4441,Ryan Anderson,81,30.9,11.0,2012,21.0,4
4442,Ryan Hollins,60,11.1,5.8,2012,50.0,6
4443,Sam Young,56,12.4,6.4,2012,36.0,3
4444,Samuel Dalembert,47,16.3,11.7,2012,26.0,11
4445,Sasha Pavlovic,39,13.5,3.4,2012,19.0,9
4446,Sebastian Telfair,59,16.6,7.7,2012,13.0,8
4447,Serge Ibaka,80,31.1,11.6,2012,24.0,4
4448,Shane Battier,72,24.8,5.9,2012,6.0,11
4449,Shannon Brown,59,23.8,8.3,2012,25.0,6
4450,Shaun Livingston,66,22.0,8.9,2012,4.0,8
4451,Shawn Marion,67,30.0,12.8,2012,9.0,13
4452,Shelvin Mack,31,13.4,8.1,2012,34.0,1
4453,Solomon Jones,2,13.0,-5.1,2012,33.0,6
4454,Spencer Hawes,82,27.2,10.9,2012,10.0,5
4455,Stephen Curry,78,38.2,13.8,2012,7.0,3
4456,Stephen Jackson,55,19.5,5.6,2012,42.0,15
4457,Steve Blake,45,26.1,8.6,2012,38.0,9
4458,Steve Nash,50,32.5,11.3,2012,15.0,16
4459,Steve Novak,81,20.3,7.0,2012,32.0,6
4460,Taj Gibson,65,22.5,9.8,2012,26.0,3
4461,Tayshaun Prince,82,32.1,9.3,2012,23.0,10
4462,Terrence Jones,19,14.5,10.2,2012,18.0,0
4463,Terrence Ross,73,17.0,6.0,2012,8.0,0
4464,Terrence Williams,24,13.2,10.1,2012,11.0,3
4465,Thabo Sefolosha,81,27.5,8.3,2012,13.0,6
4466,Thaddeus Young,76,34.6,11.5,2012,12.0,5
4467,Thomas Robinson,70,15.1,6.9,2012,5.0,0
4468,Tiago Splitter,81,24.7,12.7,2012,28.0,5
4469,Tim Duncan,69,30.1,17.8,2012,1.0,15
4470,Tobias Harris,55,23.6,10.4,2012,19.0,1
4471,Toney Douglas,71,18.1,7.7,2012,29.0,3
4472,Tony Allen,79,26.7,8.5,2012,25.0,8
4473,Tony Parker,66,32.9,16.1,2012,28.0,11
