,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
1802,Lorenzen Wright,78,21.7,7.7,2005,7.0,9
1803,Lou Williams,30,4.8,6.1,2005,45.0,0
1804,Luke Jackson,36,8.8,4.7,2005,10.0,1
1805,Luke Ridnour,79,33.2,10.2,2005,14.0,2
1806,Luke Walton,69,19.3,8.6,2005,32.0,2
1807,Luol Deng,78,33.4,12.5,2005,7.0,1
1808,Luther Head,80,28.9,8.7,2005,24.0,0
1809,Maciej Lampe,6,4.6,-4.1,2005,30.0,2
1810,Malik Rose,72,15.5,6.4,2005,44.0,9
1811,Manu Ginobili,65,27.9,14.8,2005,57.0,6
1812,Marc Jackson,64,16.0,7.9,2005,37.0,8
1813,Marcus Banks,58,25.8,9.4,2005,13.0,2
1814,Marcus Camby,56,33.2,15.3,2005,2.0,9
1815,Marcus Fizer,3,13.0,8.7,2005,4.0,5
1816,Mario Kasun,28,7.6,1.2,2005,40.0,3
1817,Mark Blount,81,27.6,7.7,2005,54.0,8
1818,Mark Madsen,62,10.9,1.5,2005,29.0,5
1819,Marko Jaric,75,28.0,8.2,2005,30.0,5
1820,Martell Webster,61,17.5,7.0,2005,6.0,0
1821,Martynas Andriuskevicius,6,1.6,15.2,2005,44.0,0
1822,Marvin Williams,79,24.7,7.5,2005,2.0,0
1823,Mateen Cleaves,27,8.5,5.4,2005,14.0,5
1824,Matt Barnes,56,11.3,6.0,2005,45.0,3
1825,Matt Bonner,78,21.9,7.6,2005,45.0,2
1826,Matt Harpring,71,27.4,10.5,2005,15.0,7
1827,Maurice Taylor,67,18.1,5.4,2005,14.0,8
1828,Mehmet Okur,82,35.9,14.4,2005,37.0,4
1829,Melvin Ely,57,23.7,9.4,2005,12.0,3
1830,Metta World Peace,56,39.4,9.6,2005,16.0,6
1831,Michael Bradley,46,8.0,7.1,2005,17.0,4
1832,Michael Doleac,31,12.0,7.3,2005,12.0,7
1833,Michael Olowokandi,48,19.1,6.3,2005,1.0,7
1834,Michael Redd,80,39.1,13.8,2005,43.0,5
1835,Michael Ruffin,76,13.3,3.2,2005,32.0,6
1836,Michael Sweetney,66,18.5,8.6,2005,9.0,2
1837,Mickael Pietrus,52,22.7,5.2,2005,11.0,2
1838,Mike Bibby,82,38.6,11.7,2005,2.0,7
1839,Mike Dunleavy,81,31.8,8.9,2005,3.0,3
1840,Mike Miller,74,30.6,14.1,2005,5.0,5
1841,Mo Williams,58,26.4,10.0,2005,47.0,2
1842,Monta Ellis,49,18.1,8.2,2005,40.0,0
1843,Moochie Norris,45,9.4,7.1,2005,33.0,9
1844,Morris Peterson,82,38.3,9.3,2005,21.0,5
1845,Nate Robinson,72,21.4,7.1,2005,21.0,0
1846,Nazr Mohammed,80,17.4,9.0,2005,29.0,7
1847,Nenad Krstic,80,30.9,8.9,2005,24.0,3
1848,Nene,1,2.6,-53.3,2005,7.0,3
1849,Nick Collison,66,21.9,8.0,2005,12.0,2
1850,Nikoloz Tskitishvili,17,5.8,5.1,2005,5.0,3
1851,Orien Greene,80,15.4,3.9,2005,53.0,0
1852,Othella Harrington,72,11.4,6.0,2005,30.0,9
1853,Pape Sow,42,14.0,3.5,2005,47.0,1
1854,Pat Garrity,57,16.5,5.3,2005,19.0,7
1855,Pau Gasol,80,39.2,16.6,2005,3.0,4
1856,Paul Pierce,79,39.0,16.0,2005,10.0,7
1857,Pavel Podkolzin,1,18.1,10.9,2005,21.0,1
1858,Peja Stojakovic,71,36.6,11.3,2005,14.0,9
1859,Primoz Brezec,79,27.4,9.2,2005,27.0,5
1860,Quentin Richardson,55,26.2,6.2,2005,18.0,5
1861,Qyntel Woods,49,20.7,9.2,2005,21.0,3
1862,Raef LaFrentz,82,24.8,7.4,2005,3.0,7
1863,Rafael Araujo,52,11.6,1.7,2005,8.0,1
1864,Rafer Alston,63,38.6,9.4,2005,39.0,7
1865,Randy Holcomb,4,2.6,1.2,2005,56.0,3
1866,Randy Livingston,5,4.5,-8.9,2005,42.0,9
1867,Rashad McCants,79,17.2,7.5,2005,14.0,0
1868,Rashard Lewis,78,36.9,11.5,2005,32.0,7
1869,Rasho Nesterovic,80,18.9,6.2,2005,17.0,7
1870,Rasual Butler,79,23.7,6.7,2005,52.0,3
1871,Ray Allen,78,38.7,13.7,2005,5.0,9
1872,Raymond Felton,80,30.1,9.7,2005,5.0,0
1873,Reece Gaines,12,4.5,3.7,2005,15.0,2
1874,Richard Hamilton,80,35.3,11.5,2005,7.0,6
1875,Richard Jefferson,78,39.2,14.5,2005,13.0,4
1876,Ricky Davis,78,41.1,11.2,2005,21.0,7
1877,Robert Swift,47,21.0,6.6,2005,12.0,1
1878,Robert Whaley,23,9.2,3.6,2005,51.0,0
1879,Ronny Turiaf,23,7.0,5.9,2005,37.0,0
1880,Royal Ivey,73,13.4,3.7,2005,37.0,1
1881,Ruben Patterson,71,25.2,9.3,2005,31.0,7
1882,Ryan Bowen,68,9.6,1.2,2005,55.0,7
1883,Ryan Gomes,61,22.6,10.1,2005,50.0,0
1884,Salim Stoudamire,61,20.3,8.1,2005,31.0,0
1885,Samaki Walker,7,3.1,-12.6,2005,9.0,9
1886,Samuel Dalembert,66,26.7,8.8,2005,26.0,4
1887,Sasha Pavlovic,53,15.3,3.0,2005,19.0,2
1888,Sasha Vujacic,82,17.7,5.9,2005,27.0,1
1889,Scot Pollard,45,17.1,7.6,2005,19.0,8
1890,Scott Padgett,62,11.6,9.1,2005,28.0,6
1891,Sean Marks,25,7.2,12.3,2005,44.0,7
1892,Sean May,23,17.3,10.2,2005,13.0,0
1893,Sebastian Telfair,68,24.1,8.1,2005,13.0,1
1894,Sergei Monia,26,13.2,3.6,2005,23.0,1
1895,Shandon Anderson,48,13.3,3.7,2005,54.0,9
1896,Shane Battier,81,35.1,9.3,2005,6.0,4
1897,Shareef Abdur-Rahim,72,27.2,11.2,2005,3.0,9
1898,Shaun Livingston,61,25.0,7.5,2005,4.0,1
1899,Shawn Marion,81,40.3,15.9,2005,9.0,6
1900,Speedy Claxton,71,28.4,11.5,2005,20.0,5
1901,Stephen Jackson,81,35.9,9.4,2005,42.0,8
1902,Stephon Marbury,60,36.6,12.0,2005,4.0,9
1903,Steve Blake,68,26.2,9.9,2005,38.0,2
1904,Steve Francis,70,34.2,10.9,2005,2.0,6
1905,Steve Nash,79,35.4,16.6,2005,15.0,9
1906,Steven Hunter,69,19.0,7.7,2005,15.0,4
1907,Stromile Swift,66,20.4,8.9,2005,2.0,5
1908,T.J. Ford,72,35.5,9.9,2005,8.0,2
1909,Tayshaun Prince,82,35.3,9.9,2005,23.0,3
1910,Terence Morris,22,8.7,4.3,2005,33.0,4
1911,Tim Duncan,80,34.8,17.2,2005,1.0,8
1912,Tim Thomas,29,22.9,7.0,2005,7.0,8
1913,Tony Allen,51,19.2,7.7,2005,25.0,1
1914,Tony Battie,82,27.0,7.4,2005,5.0,8
1915,Tony Delk,24,16.0,10.6,2005,16.0,9
1916,Tony Parker,80,33.9,15.4,2005,28.0,4
1917,Tracy McGrady,47,37.1,15.9,2005,9.0,8
1918,Travis Diener,23,10.7,8.1,2005,38.0,0
1919,Travis Outlaw,69,16.7,7.9,2005,23.0,2
1920,Trenton Hassell,77,32.7,5.8,2005,29.0,4
1921,Trevor Ariza,57,17.5,8.5,2005,43.0,1
1922,Troy Murphy,74,34.0,12.0,2005,14.0,4
1923,Tyronn Lue,51,24.2,10.4,2005,23.0,7
1924,Tyson Chandler,79,26.8,8.3,2005,2.0,4
1925,Viktor Khryapa,69,21.6,6.2,2005,22.0,1
1926,Vince Carter,79,36.8,14.8,2005,5.0,7
1927,Vitaly Potapenko,33,10.7,3.2,2005,12.0,9
1928,Vladimir Radmanovic,77,25.6,9.0,2005,12.0,4
1929,Von Wafer,16,4.5,-7.8,2005,39.0,0
1930,Wally Szczerbiak,72,37.9,12.3,2005,6.0,6
1931,Walter McCarty,36,9.8,3.7,2005,19.0,9
1932,Wayne Simien,43,9.6,6.5,2005,29.0,0
1933,Willie Green,10,15.3,6.0,2005,41.0,2
1934,Yao Ming,57,34.2,18.3,2005,1.0,3
1935,Yaroslav Korolev,24,5.3,2.5,2005,12.0,0
1936,Zach Randolph,74,34.4,11.4,2005,19.0,4
1937,Zarko Cabarkapa,61,8.3,4.8,2005,17.0,2
1938,Zaza Pachulia,78,31.4,8.7,2005,42.0,2
1939,Zoran Planinic,56,10.6,4.2,2005,22.0,2
1940,Zydrunas Ilgauskas,78,29.3,13.3,2005,20.0,9
1941,Adam Morrison,78,29.8,5.1,2006,3.0,0
1942,Adonal Foyle,48,9.9,7.2,2006,8.0,9
1943,Al Harrington,78,32.9,9.6,2006,25.0,8
1944,Al Jefferson,69,33.6,13.9,2006,15.0,2
1945,Alexander Johnson,59,12.8,6.4,2006,45.0,0
1946,Allen Iverson,65,42.5,13.3,2006,1.0,10
1947,Alvin Williams,2,4.8,1.2,2006,47.0,9
1948,Amar'e Stoudemire,82,32.8,14.4,2006,9.0,4
1949,Amir Johnson,8,15.5,11.7,2006,56.0,1
1950,Anderson Varejao,81,23.9,9.4,2006,30.0,2
1951,Andray Blatche,56,12.2,7.1,2006,49.0,1
1952,Andre Iguodala,76,40.3,13.0,2006,9.0,2
1953,Andre Miller,80,37.1,11.6,2006,8.0,7
1954,Andrea Bargnani,65,25.1,7.7,2006,1.0,0
1955,Andreas Glyniadakis,13,6.2,-5.0,2006,58.0,3
1956,Andrei Kirilenko,70,29.3,9.2,2006,24.0,7
1957,Andrew Bogut,66,34.2,11.0,2006,1.0,1
1958,Andrew Bynum,82,21.9,9.7,2006,10.0,1
1959,Andris Biedrins,82,29.1,10.5,2006,11.0,2
1960,Antawn Jamison,70,38.0,11.6,2006,4.0,8
1961,Anthony Johnson,67,19.4,6.5,2006,39.0,9
1962,Anthony Parker,73,33.4,9.6,2006,21.0,9
1963,Antoine Walker,78,23.3,6.7,2006,6.0,10
1964,Antoine Wright,63,18.1,5.6,2006,15.0,1
1965,Antonio Daniels,80,22.0,11.1,2006,4.0,9
1966,Austin Croshere,61,11.9,10.0,2006,12.0,9
1967,Baron Davis,63,35.3,14.1,2006,3.0,7
1968,Ben Gordon,82,33.0,12.7,2006,3.0,2
1969,Beno Udrih,73,13.0,7.2,2006,28.0,2
1970,Bernard Robinson,31,9.0,6.2,2006,45.0,2
1971,Bobby Jackson,56,23.7,10.1,2006,23.0,9
1972,Bobby Jones,44,7.6,3.9,2006,37.0,0
1973,Bonzi Wells,28,21.1,6.9,2006,11.0,8
1974,Boris Diaw,73,31.1,9.0,2006,21.0,3
1975,Bostjan Nachbar,76,20.2,10.4,2006,15.0,4
1976,Bracey Wright,19,10.0,9.1,2006,47.0,1
1977,Brandon Bass,21,7.7,5.0,2006,33.0,1
1978,Brandon Roy,57,35.3,12.1,2006,6.0,0
1979,Brendan Haywood,77,22.6,7.8,2006,20.0,5
1980,Brevin Knight,45,28.3,11.0,2006,16.0,9
1981,Brian Cardinal,28,11.2,12.2,2006,44.0,6
1982,Brian Cook,65,15.7,8.9,2006,24.0,3
1983,Brian Scalabrine,54,19.0,3.4,2006,34.0,5
1984,Brian Skinner,67,22.7,5.7,2006,22.0,8
1985,CJ Miles,37,10.1,-0.4,2006,34.0,1
1986,Calvin Booth,44,8.6,4.4,2006,35.0,7
1987,Carlos Boozer,74,34.6,18.1,2006,34.0,4
1988,Carlos Delfino,82,16.7,10.3,2006,25.0,3
1989,Carmelo Anthony,65,38.2,13.4,2006,3.0,3
1990,Caron Butler,63,39.3,11.9,2006,10.0,4
1991,Cedric Simmons,43,12.4,3.3,2006,15.0,0
1992,Channing Frye,72,26.3,7.2,2006,8.0,1
1993,Charlie Villanueva,39,25.2,10.1,2006,7.0,1
1994,Chauncey Billups,70,36.2,14.6,2006,3.0,9
1995,Chris Bosh,69,38.5,15.8,2006,4.0,3
1996,Chris Duhon,78,24.4,9.5,2006,38.0,2
1997,Chris Kaman,75,29.0,9.0,2006,6.0,3
1998,Chris Paul,64,36.8,15.0,2006,4.0,1
1999,Chris Wilcox,82,31.5,10.3,2006,8.0,4
2000,Corey Maggette,75,30.5,13.0,2006,13.0,7
2001,Craig Smith,82,18.7,10.1,2006,36.0,0
2002,Cuttino Mobley,78,36.4,8.4,2006,41.0,8
2003,Dahntay Jones,78,21.4,4.7,2006,20.0,3
2004,Dajuan Wagner,1,6.8,6.9,2006,6.0,4
2005,Damir Markota,30,5.7,2.0,2006,59.0,0
2006,Dan Dickau,50,8.9,8.0,2006,28.0,4
2007,Dan Gadzuric,54,15.6,5.8,2006,33.0,4
2008,Daniel Ewing,61,11.7,7.6,2006,32.0,1
2009,Daniel Gibson,60,16.5,5.8,2006,42.0,0
2010,Danny Fortson,14,11.3,1.6,2006,10.0,9
2011,Danny Granger,82,34.0,9.0,2006,17.0,1
2012,Darius Songaila,37,18.9,8.4,2006,49.0,4
2013,Darko Milicic,80,23.9,8.8,2006,2.0,3
2014,David Harrison,24,7.9,2.6,2006,29.0,2
2015,David Lee,58,29.8,15.7,2006,30.0,1
2016,David Noel,68,11.6,5.3,2006,39.0,0
2017,David West,52,36.5,12.4,2006,18.0,3
2018,DeSagana Diop,81,18.3,5.7,2006,8.0,5
2019,DeShawn Stevenson,82,29.5,7.6,2006,23.0,6
2020,Dee Brown,49,9.2,6.1,2006,46.0,0
2021,Delonte West,69,32.2,9.9,2006,24.0,2
2022,DerMarr Johnson,39,10.7,4.0,2006,6.0,6
2023,Derek Anderson,50,23.8,8.9,2006,13.0,9
2024,Derek Fisher,82,27.9,6.9,2006,24.0,10
2025,Deron Williams,80,36.9,12.4,2006,3.0,1
2026,Desmond Mason,75,34.3,6.4,2006,17.0,6
2027,Devean George,60,21.4,5.9,2006,23.0,7
2028,Devin Harris,80,26.0,10.3,2006,5.0,2
2029,Dijon Thompson,6,8.4,7.6,2006,54.0,1
2030,Dirk Nowitzki,78,36.2,20.1,2006,9.0,8
2031,Dorell Wright,66,19.6,10.3,2006,19.0,2
2032,Drew Gooden,80,28.0,11.6,2006,4.0,4
2033,Dwight Howard,82,36.9,16.2,2006,1.0,2
2034,Dwyane Wade,51,37.9,19.5,2006,5.0,3
2035,Earl Watson,77,27.9,9.1,2006,39.0,5
2036,Eddie Griffin,13,7.0,4.4,2006,7.0,5
2037,Eddie House,56,16.9,9.7,2006,37.0,6
2038,Eddy Curry,81,35.2,10.3,2006,4.0,5
2039,Eduardo Najera,75,22.1,7.5,2006,38.0,6
2040,Elton Brand,80,38.5,15.4,2006,1.0,7
2041,Emeka Okafor,67,34.8,14.0,2006,2.0,2
2042,Erick Dampier,76,25.2,9.3,2006,10.0,10
2043,Ersan Ilyasova,66,14.7,6.5,2006,36.0,1
2044,Etan Thomas,65,19.2,8.8,2006,12.0,6
2045,Flip Murray,69,21.4,7.1,2006,41.0,4
2046,Francisco Elson,70,19.0,7.8,2006,41.0,7
2047,Francisco Garcia,79,17.8,7.1,2006,23.0,1
2048,Fred Jones,63,20.9,5.9,2006,14.0,4
2049,Gerald Green,81,22.0,7.0,2006,18.0,1
2050,Gerald Wallace,72,36.7,13.3,2006,25.0,5
2051,Gilbert Arenas,74,39.8,14.2,2006,30.0,5
2052,Gordan Giricek,61,19.5,8.2,2006,40.0,7
2053,Greg Buckner,76,18.0,4.7,2006,53.0,8
2054,Hakim Warrick,82,26.2,9.8,2006,19.0,1
2055,Hassan Adams,61,8.1,7.6,2006,54.0,0
2056,Hedo Turkoglu,73,31.1,9.6,2006,16.0,6
2057,Hilton Armstrong,56,11.3,7.3,2006,12.0,0
2058,Ike Diogu,59,12.9,10.2,2006,9.0,1
2059,JJ Redick,42,14.8,8.6,2006,11.0,0
2060,JR Smith,63,23.4,9.2,2006,18.0,2
2061,Jacque Vaughn,64,11.9,8.2,2006,27.0,9
2062,Jake Tsakalidis,36,10.8,5.3,2006,25.0,6
2063,Jake Voskuhl,73,14.3,5.9,2006,33.0,6
2064,Jamaal Magloire,81,21.0,7.4,2006,19.0,6
2065,Jamaal Tinsley,72,31.1,10.8,2006,27.0,5
2066,Jamal Crawford,59,37.3,9.9,2006,8.0,6
2067,Jamal Sampson,22,5.7,8.7,2006,46.0,4
2068,Jameer Nelson,77,30.3,9.5,2006,20.0,2
2069,James Augustine,2,3.7,6.6,2006,41.0,0
2070,James Jones,76,18.1,6.7,2006,49.0,3
2071,James Lang,11,5.0,0.0,2006,48.0,3
2072,James Posey,71,27.0,9.4,2006,18.0,7
2073,James White,6,22.8,9.0,2006,31.0,0
2074,Jared Jeffries,55,23.8,4.3,2006,11.0,4
2075,Jarrett Jack,79,33.6,10.3,2006,22.0,1
2076,Jarron Collins,82,11.1,4.5,2006,52.0,5
2077,Jarvis Hayes,81,20.1,6.4,2006,10.0,3
2078,Jason Collins,80,23.0,0.6,2006,18.0,5
2079,Jason Hart,36,23.5,8.4,2006,49.0,6
2080,Jason Kapono,67,26.4,9.4,2006,31.0,3
2081,Jason Maxiell,67,14.1,7.0,2006,26.0,1
2082,Jason Richardson,51,32.8,9.7,2006,5.0,5
2083,Jason Terry,81,35.1,12.7,2006,10.0,7
2084,Jason Williams,61,30.6,11.2,2006,7.0,8
2085,Jeff Foster,75,23.2,9.2,2006,21.0,7
2086,Jeff McInnis,38,18.5,5.8,2006,37.0,10
2087,Jermaine O'Neal,69,35.6,13.9,2006,17.0,10
2088,Jerome James,41,6.7,-0.3,2006,36.0,8
2089,Joe Johnson,57,41.4,14.0,2006,10.0,5
2090,Joel Przybilla,43,16.3,2.8,2006,9.0,6
2091,Joey Graham,79,16.7,8.4,2006,16.0,1
2092,Johan Petro,81,18.6,6.9,2006,25.0,1
2093,John Salmons,79,27.0,9.1,2006,26.0,4
2094,Jordan Farmar,72,15.1,8.5,2006,26.0,0
2095,Josh Boone,61,11.0,8.9,2006,23.0,0
2096,Josh Childress,55,36.8,11.7,2006,6.0,2
2097,Josh Howard,70,35.1,13.2,2006,29.0,3
2098,Josh Smith,72,36.8,12.3,2006,17.0,2
2099,Juan Dixon,81,23.8,7.2,2006,17.0,4
2100,Julius Hodge,9,7.1,10.2,2006,20.0,1
2101,Jumaine Jones,18,7.7,0.8,2006,27.0,7
2102,Justin Reed,41,7.8,2.9,2006,40.0,2
2103,Keith Bogans,59,16.8,5.7,2006,43.0,3
2104,Kelvin Cato,18,5.3,8.7,2006,15.0,9
2105,Kendrick Perkins,72,21.9,6.1,2006,27.0,3
2106,Kenny Thomas,62,22.8,7.0,2006,22.0,7
2107,Kenyon Martin,2,31.3,2.5,2006,1.0,6
2108,Kevin Martin,80,35.2,12.7,2006,26.0,2
2109,Keyon Dooling,66,21.7,6.8,2006,10.0,6
2110,Kirk Hinrich,80,35.5,12.4,2006,7.0,3
2111,Kirk Snyder,39,14.4,8.3,2006,16.0,2
2112,Kobe Bryant,77,40.8,17.2,2006,13.0,10
2113,Kris Humphries,60,11.2,7.4,2006,14.0,2
2114,Kwame Brown,41,27.6,8.0,2006,1.0,5
2115,Kyle Korver,74,30.9,9.8,2006,51.0,3
2116,Kyle Lowry,10,17.5,14.0,2006,24.0,0
2117,LaMarcus Aldridge,63,22.1,8.9,2006,2.0,0
2118,Lamar Odom,56,39.3,12.4,2006,4.0,7
2119,Larry Hughes,70,37.1,8.3,2006,8.0,8
2120,Lawrence Roberts,54,17.9,7.3,2006,55.0,1
2121,LeBron James,78,40.9,18.1,2006,1.0,3
2122,Leandro Barbosa,80,32.7,11.5,2006,28.0,3
2123,Leon Powe,63,11.4,10.0,2006,49.0,0
2124,Linas Kleiza,79,18.8,6.6,2006,27.0,1
2125,Lorenzen Wright,67,15.5,2.0,2006,7.0,10
2126,Lou Williams,61,11.3,10.9,2006,45.0,1
2127,Luke Jackson,13,10.6,5.2,2006,10.0,2
2128,Luke Ridnour,71,29.5,8.8,2006,14.0,3
2129,Luke Walton,60,33.0,9.9,2006,32.0,3
2130,Luol Deng,82,37.5,14.5,2006,7.0,2
2131,Luther Head,80,27.6,10.2,2006,24.0,1
2132,Maceo Baston,47,8.6,8.7,2006,58.0,8
2133,Malik Rose,65,12.5,5.7,2006,44.0,10
2134,Manu Ginobili,75,27.5,17.1,2006,57.0,7
2135,Marc Jackson,56,18.3,7.6,2006,37.0,9
2136,Marcus Banks,45,11.2,6.5,2006,13.0,3
2137,Marcus Camby,70,33.8,14.2,2006,2.0,10
2138,Marcus Vinicius,13,8.0,3.7,2006,43.0,0
2139,Mardy Collins,52,14.9,6.2,2006,29.0,0
2140,Mark Blount,82,31.0,8.3,2006,54.0,9
2141,Mark Madsen,56,8.5,0.0,2006,29.0,6
2142,Marko Jaric,70,22.2,5.9,2006,30.0,6
2143,Martell Webster,82,21.5,6.6,2006,6.0,1
2144,Marvin Williams,64,34.0,8.2,2006,2.0,1
2145,Matt Barnes,76,23.9,9.3,2006,45.0,4
2146,Matt Bonner,56,11.7,10.2,2006,45.0,3
2147,Matt Freije,19,7.7,4.3,2006,53.0,2
2148,Matt Harpring,77,25.5,9.9,2006,15.0,8
2149,Maurice Ager,32,6.7,-0.2,2006,28.0,0
2150,Maurice Taylor,12,8.6,4.1,2006,14.0,9
2151,Mehmet Okur,80,33.3,11.8,2006,37.0,5
2152,Melvin Ely,30,10.3,2.0,2006,12.0,4
2153,Metta World Peace,70,37.7,12.1,2006,16.0,7
2154,Michael Doleac,56,12.5,7.3,2006,12.0,8
2155,Michael Olowokandi,24,9.7,1.3,2006,1.0,8
2156,Michael Redd,53,38.4,13.4,2006,43.0,6
2157,Michael Ruffin,30,9.0,-0.3,2006,32.0,7
2158,Michael Sweetney,48,8.0,6.5,2006,9.0,3
2159,Mickael Gelabale,70,17.7,5.9,2006,48.0,1
2160,Mickael Pietrus,72,26.9,7.8,2006,11.0,3
2161,Mike Bibby,82,33.9,10.6,2006,2.0,8
2162,Mike Dunleavy,82,31.5,10.2,2006,3.0,4
2163,Mike Miller,70,39.1,11.6,2006,5.0,6
2164,Mile Ilic,5,1.2,-29.3,2006,43.0,1
2165,Mo Williams,68,36.3,11.1,2006,47.0,3
2166,Monta Ellis,77,34.3,9.4,2006,40.0,1
2167,Morris Peterson,71,21.3,8.7,2006,21.0,6
2168,Mouhamed Sene,28,6.1,2.5,2006,10.0,0
2169,Nate Robinson,64,21.2,9.1,2006,21.0,1
2170,Nazr Mohammed,51,15.2,8.4,2006,29.0,8
2171,Nenad Krstic,26,32.6,11.4,2006,24.0,4
2172,Nene,64,26.8,11.2,2006,7.0,4
2173,Nick Collison,82,29.0,9.1,2006,12.0,3
2174,Orien Greene,41,6.2,4.2,2006,53.0,1
2175,Othella Harrington,26,8.5,1.1,2006,30.0,10
2176,P.J. Tucker,17,4.9,6.0,2006,35.0,0
2177,Pape Sow,7,4.9,8.1,2006,47.0,2
2178,Pat Garrity,33,8.4,3.5,2006,19.0,8
2179,Patrick O'Bryant,16,7.4,1.3,2006,9.0,0
2180,Pau Gasol,59,36.1,15.4,2006,3.0,5
2181,Paul Davis,31,5.8,6.1,2006,34.0,0
2182,Paul Millsap,82,18.0,11.0,2006,47.0,0
2183,Paul Pierce,47,37.0,14.6,2006,10.0,8
2184,Peja Stojakovic,13,32.7,10.2,2006,14.0,10
2185,Primoz Brezec,58,14.5,3.7,2006,27.0,6
2186,Quentin Richardson,49,33.1,10.6,2006,18.0,6
2187,Quincy Douby,42,8.6,5.7,2006,19.0,0
2188,Raef LaFrentz,27,13.0,3.4,2006,3.0,8
2189,Rafael Araujo,28,8.8,6.0,2006,8.0,2
2190,Rafer Alston,82,37.1,9.0,2006,39.0,8
2191,Rajon Rondo,78,23.5,10.0,2006,21.0,0
2192,Randy Foye,82,22.9,9.5,2006,7.0,0
2193,Randy Livingston,4,6.5,-1.6,2006,42.0,10
2194,Rashad McCants,37,15.0,2.8,2006,14.0,1
2195,Rashard Lewis,60,39.1,13.4,2006,32.0,8
2196,Rasho Nesterovic,80,21.0,8.7,2006,17.0,8
2197,Rasual Butler,81,27.4,6.9,2006,52.0,4
2198,Ray Allen,55,40.3,13.4,2006,5.0,10
2199,Raymond Felton,78,36.3,10.0,2006,5.0,1
2200,Renaldo Balkman,68,15.6,11.4,2006,20.0,0
2201,Richard Hamilton,75,36.8,11.5,2006,7.0,7
2202,Richard Jefferson,55,35.6,9.5,2006,13.0,5
2203,Ricky Davis,81,37.3,11.0,2006,21.0,8
2204,Rodney Carney,67,17.4,5.8,2006,16.0,0
2205,Roger Mason Jr.,62,7.9,3.2,2006,30.0,4
2206,Ronnie Brewer,56,12.1,9.0,2006,14.0,0
2207,Ronny Turiaf,72,15.1,8.4,2006,37.0,1
2208,Royal Ivey,53,10.2,5.4,2006,37.0,2
2209,Ruben Patterson,81,31.0,10.9,2006,31.0,8
2210,Rudy Gay,78,27.0,7.2,2006,8.0,0
2211,Ryan Gomes,73,31.2,9.3,2006,50.0,1
2212,Ryan Hollins,27,6.9,1.7,2006,50.0,0
2213,Salim Stoudamire,61,17.0,7.5,2006,31.0,1
2214,Samuel Dalembert,82,30.9,10.6,2006,26.0,5
2215,Sasha Pavlovic,67,22.9,8.2,2006,19.0,3
2216,Sasha Vujacic,73,12.8,7.0,2006,27.0,2
2217,Scot Pollard,24,4.5,2.6,2006,19.0,9
2218,Scott Padgett,31,7.4,2.3,2006,28.0,7
2219,Sean Marks,3,5.7,2.5,2006,44.0,8
2220,Sean May,35,23.9,13.5,2006,13.0,1
2221,Sebastian Telfair,78,20.2,5.4,2006,13.0,2
2222,Sergio Rodriguez,67,12.9,11.0,2006,27.0,0
2223,Shammond Williams,30,11.5,8.0,2006,34.0,8
2224,Shane Battier,82,36.4,8.2,2006,6.0,5
2225,Shannon Brown,23,8.8,3.5,2006,25.0,0
2226,Shareef Abdur-Rahim,80,25.2,8.0,2006,3.0,10
2227,Shaun Livingston,54,29.8,9.6,2006,4.0,2
2228,Shawn Marion,80,37.6,13.8,2006,9.0,7
2229,Shawne Williams,46,12.1,5.3,2006,17.0,0
2230,Shelden Williams,81,18.7,9.3,2006,5.0,0
2231,Solomon Jones,58,11.5,5.6,2006,33.0,0
2232,Speedy Claxton,42,25.1,4.6,2006,20.0,6
2233,Stephen Jackson,75,33.0,9.2,2006,42.0,9
2234,Stephon Marbury,74,37.1,10.1,2006,4.0,10
2235,Steve Blake,82,27.1,7.4,2006,38.0,3
2236,Steve Francis,44,28.1,10.0,2006,2.0,7
2237,Steve Nash,76,35.3,16.5,2006,15.0,10
2238,Steve Novak,35,5.4,5.3,2006,32.0,0
2239,Steven Hunter,70,22.9,7.9,2006,15.0,5
2240,Stromile Swift,54,19.1,7.7,2006,2.0,6
2241,T.J. Ford,75,29.9,12.9,2006,8.0,3
2242,Tayshaun Prince,82,36.6,10.6,2006,23.0,4
2243,Thabo Sefolosha,71,12.2,6.3,2006,13.0,0
2244,Tim Duncan,80,34.1,18.9,2006,1.0,9
2245,Tim Thomas,76,27.0,9.7,2006,7.0,9
2246,Tony Allen,33,24.4,10.8,2006,25.0,2
2247,Tony Battie,66,23.9,7.1,2006,5.0,9
2248,Tony Parker,77,32.5,15.5,2006,28.0,5
2249,Tracy McGrady,71,35.8,16.1,2006,9.0,9
2250,Travis Diener,26,11.1,8.0,2006,38.0,1
2251,Travis Outlaw,67,22.9,8.6,2006,23.0,3
2252,Trenton Hassell,76,29.2,6.4,2006,29.0,5
2253,Trevor Ariza,57,22.4,11.8,2006,43.0,2
2254,Troy Murphy,68,27.2,10.1,2006,14.0,5
2255,Tyronn Lue,56,26.6,9.9,2006,23.0,8
2256,Tyrus Thomas,72,13.4,9.3,2006,4.0,0
2257,Tyson Chandler,73,34.6,11.9,2006,2.0,5
2258,Uros Slokar,20,3.6,6.5,2006,58.0,1
2259,Vassilis Spanoulis,31,8.8,3.0,2006,50.0,2
2260,Viktor Khryapa,33,7.0,4.6,2006,22.0,2
